SEZ2011,P1,A46,A47,PF1,E3,E27,SEZ2011_2,Shape_Leng,Shape_Area,field_1,id,listing_ur,last_scrap,name,host_id,host_name,host_since,host_locat,host_total,neighbourh,latitude,longitude,room_type,accommodat,bedrooms,price,availabili,availabi_1,availabi_2,availabi_3,number_of_,number_o_1,license,instant_bo,calculated,reviews_pe
480170060452,"11","1","5","6","3","7",480170060452,119.340263024999999,663.535708362000037,"645","1604822",https://www.airbnb.com/rooms/1604822,2021/12/17,Palazzo Belfiore - Apt Caterina,"8263812",Federico,2013/08/19,"Florence, Tuscany, Italy","10",Centro Storico,43.767249999999997,11.250340000000000,Entire home/apt,"6",3.000000000000000,290.000000000000000,"28","58","88","360","0","0",,t,"7",0.050000000000000
480170060453,"264","18","110","141","11","149",480170060453,487.455238184999985,14335.347543500000029,"9798","52233493",https://www.airbnb.com/rooms/52233493,2021/12/17,Firenze monolocale con terrazzo 15 min dal centro,"64316909",Carolina,2016/03/24,"Florence, Tuscany, Italy","0",Campo di Marte,43.766900000000000,11.275200000000000,Entire home/apt,"4",1.000000000000000,87.000000000000000,"23","53","83","358","3","0",,f,"1",1.250000000000000
480170060454,"186","1","65","69","4","69",480170060454,379.434728635999988,8252.105703209999774,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060455,"614","62","210","302","21","334",480170060455,644.465746000999957,24805.004032799999550,"506","1171095",https://www.airbnb.com/rooms/1171095,2021/12/17,"Terrace Amazing River View 3Bd 3Ba Central, Garage","6411450",Cinzia & Piero,2013/05/15,"Florence, Tuscany, Italy","3",Campo di Marte,43.766249999999999,11.279820000000001,Entire home/apt,"10",3.000000000000000,113.000000000000000,"15","28","44","163","4","2",048017LTN0709,t,"2",1.140000000000000
480170060456,"35","5","4","19","6","34",480170060456,307.946246289999976,4480.781751640000039,"798","2318638",https://www.airbnb.com/rooms/2318638,2021/12/17,Splendido Lungarno,"4150754",Elisabetta,2012/11/14,"Rome, Lazio, Italy","1",Centro Storico,43.767080000000000,11.258330000000001,Entire home/apt,"5",3.000000000000000,180.000000000000000,"0","0","0","0","0","0",,f,"1",0.310000000000000
480170060457,"52","2","20","25","5","27",480170060457,505.069493326999975,14099.458998500000234,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060458,"23","2","7","9","6","11",480170060458,304.794475374999990,5398.541437550000410,"3733","17770580",https://www.airbnb.com/rooms/17770580,2021/12/17,"Casa Arancio,  accomodation with private parking.","60603639",Cosimo,2016/02/27,"Milan, Lombardy, Italy","1",Isolotto Legnaia,43.768540000000002,11.194710000000001,Entire home/apt,"2",1.000000000000000,63.000000000000000,"25","55","85","85","2","0",,t,"1",0.810000000000000
480170060459,"349","52","105","177","10","171",480170060459,382.241297094000004,8403.502267989999382,"317","728975",https://www.airbnb.com/rooms/728975,2021/12/17,casa de' sanctis - lungarno Colombo,"3785326",Maria Cristina,2012/10/07,"Florence, Tuscany, Italy","0",Campo di Marte,43.766080000000002,11.282470000000000,Entire home/apt,"4",1.000000000000000,46.000000000000000,"0","0","0","245","0","0",,f,"1",1.190000000000000
480170060460,"493","61","150","266","50","239",480170060460,625.639582946000019,21720.925512699999672,"221","488856",https://www.airbnb.com/rooms/488856,2021/12/17,TRADITIONAL-Santo Spirito-WIFI+AIR CO.!,"2418500",Cristina E Bettina,2012/05/20,"Florence, Toscana, Italy","3",Centro Storico,43.765909999999998,11.246560000000001,Entire home/apt,"4",1.000000000000000,65.000000000000000,"0","0","0","107","0","0",,f,"1",1.460000000000000
480170060461,"269","39","81","125","18","132",480170060461,1015.036151270000005,53860.242426899996644,"4392","21073046",https://www.airbnb.com/rooms/21073046,2021/12/17,Double room w private bathroom at Gigetti's home,"24542499",Giovanni & Serena,2014/12/06,"Florence, Tuscany, Italy","1",Isolotto Legnaia,43.768340000000002,11.204459999999999,Private room,"2",1.000000000000000,33.000000000000000,"0","0","0","135","0","0",,f,"1",1.690000000000000
480170060462,"63","8","17","32","8","28",480170060462,389.004549424999993,8429.171105190000162,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060463,"182","20","63","91","7","90",480170060463,371.740801966999982,8083.293987910000396,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060464,"357","61","90","157","14","169",480170060464,1297.084833950000075,79023.461824300000444,"4146","19649561",https://www.airbnb.com/rooms/19649561,2021/12/17,My sweet family's home,"16735436",Daria,2014/06/13,"Florence, Tuscany, Italy","2",Isolotto Legnaia,43.767220000000002,11.197950000000001,Entire home/apt,"3",1.000000000000000,38.000000000000000,"0","0","0","0","0","0",,f,"2",
480170060465,"16","3","4","7","3","6",480170060465,891.760474320999947,31694.865736700001435,"2835","13166366",https://www.airbnb.com/rooms/13166366,2021/12/17,Accogliente bilocale con giardino,"63385485",Biagio,2016/03/17,"Florence, Tuscany, Italy","1",Campo di Marte,43.765839999999997,11.298930000000000,Shared room,"2",1.000000000000000,60.000000000000000,"29","59","89","89","0","0",,f,"1",
480170060466,"198","14","69","98","24","110",480170060466,468.873285566999982,12370.612670099999377,"273","620555",https://www.airbnb.com/rooms/620555,2021/12/17,Bellosguardo/San Francesco di Paola,"3074234",Sonia,2012/07/27,"Florence, Tuscany, Italy","2",Centro Storico,43.767130000000002,11.239770000000000,Entire home/apt,"5",3.000000000000000,103.000000000000000,"21","51","81","274","9","1",048017LTN2055,t,"1",2.160000000000000
480170060467,"191","7","74","87","12","92",480170060467,512.105709813999965,9422.498105880000367,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060469,"283","17","116","142","10","148",480170060469,398.724384009000005,8801.693491280000671,"7690","39997396",https://www.airbnb.com/rooms/39997396,2021/12/17,Fiorino House,"258900361",Alessandro,2019/04/30,"Scandicci, Tuscany, Italy","0",Campo di Marte,43.766930000000002,11.283630000000000,Entire home/apt,"4",1.000000000000000,80.000000000000000,"7","34","58","313","0","0",,t,"1",0.050000000000000
480170060470,"422","15","173","198","36","191",480170060470,986.403084306999972,49534.593686599997454,"5973","29480080",https://www.airbnb.com/rooms/29480080,2021/12/17,Bellariva quiet room,"31772308",Massimo,2015/04/23,"Florence, Tuscany, Italy","2",Campo di Marte,43.765920000000001,11.312600000000000,Private room,"2",1.000000000000000,27.000000000000000,"14","41","71","160","7","0",,t,"2",0.610000000000000
480170060471,"235","17","86","116","7","96",480170060471,353.665944923999973,6625.212494950000291,"3080","14300867",https://www.airbnb.com/rooms/14300867,2021/12/17,Casa di Mario e Loredana  con letto matrimoniale,"72877228",Mario,2016/05/19,"Florence, Tuscany, Italy","2",Campo di Marte,43.766610000000000,11.284269999999999,Private room,"2",1.000000000000000,19.000000000000000,"0","0","0","0","0","0",,t,"1",0.950000000000000
480170060472,"17","1","5","6","3","8",480170060472,256.171298872000023,2916.615300229999775,"1495","5429177",https://www.airbnb.com/rooms/5429177,2021/12/17,Experience the Renaissance 2,"1780007",Roberta & Stefano,2012/02/20,"Montemurlo, Toscana, Italy","3",Centro Storico,43.767380000000003,11.259230000000001,Entire home/apt,"4",2.000000000000000,114.000000000000000,"22","52","82","264","3","0",,f,"3",0.720000000000000
480170060473,"354","20","135","166","13","197",480170060473,783.755491095000025,35785.166127800010145,"1892","7098072",https://www.airbnb.com/rooms/7098072,2021/12/17,CORTE D'ARNOLFO RUBINO APARTMENT,"1169561",Silverio,2011/09/16,"Florence, Toscana, Italy","3",Campo di Marte,43.766620000000003,11.273170000000000,Entire home/apt,"4",,60.000000000000000,"1","1","30","84","0","0",,t,"3",0.800000000000000
480170060474,"212","36","77","121","36","119",480170060474,379.196141952999994,6854.094428190000144,"1997","7627720",https://www.airbnb.com/rooms/7627720,2021/12/17,Lovely and quiet flat in S.Spirito with courtyard,"40013291",Claudio,2015/07/30,"Florence, Tuscany, Italy","1",Centro Storico,43.767803000000001,11.245473000000000,Entire home/apt,"2",1.000000000000000,70.000000000000000,"27","57","87","355","11","0",,f,"1",2.440000000000000
480170060475,"71","14","30","48","2","49",480170060475,255.332060775000002,2548.437297330000092,"179","374390",https://www.airbnb.com/rooms/374390,2021/12/17,PonteVecchio accomodation florence,"1869448",Mery,2012/03/06,"Florence, Toscana, Italy","2",Centro Storico,43.767690000000002,11.251960000000000,Entire home/apt,"6",3.000000000000000,135.000000000000000,"0","0","0","46","0","0",,t,"3",2.940000000000000
480170060476,"0","0","0","0","0","0",480170060476,104.610691200999995,532.353512988000034,"242","524676",https://www.airbnb.com/rooms/524676,2021/12/17,"Studio Flat Ponte Vecchio, WiFi-AC","2579641",Guglielmo,2012/06/08,"Florence, Tuscany, Italy","3",Centro Storico,43.767800000000001,11.251490000000000,Entire home/apt,"2",1.000000000000000,62.000000000000000,"22","52","82","357","17","1",,t,"3",2.560000000000000
480170060477,"155","23","52","98","18","95",480170060477,595.112308538999969,14138.422173499997371,"680","1767883",https://www.airbnb.com/rooms/1767883,2021/12/17,APARTMENT THE ROOF WITH VIEW,"9288345",Salvatore,2013/10/07,"Florence, Tuscany, Italy","12",Centro Storico,43.766800000000003,11.260170000000000,Entire home/apt,"7",2.000000000000000,125.000000000000000,"5","35","65","275","2","0",,f,"12",0.340000000000000
480170060478,"195","20","63","87","12","86",480170060478,358.483332207999979,7159.552840680000372,"1048","3397045",https://www.airbnb.com/rooms/3397045,2021/12/17,LHP Executive Design New Apartment - 6 sleeps,"17138196",Lhp Suite Firenze,2014/06/23,IT,"2",Campo di Marte,43.766199999999998,11.284760000000000,Entire home/apt,"6",2.000000000000000,152.000000000000000,"0","0","0","0","1","0",,f,"2",0.070000000000000
480170060479,"0","0","0","0","0","0",480170060479,388.130056711999998,5885.845903520000320,"406","940779",https://www.airbnb.com/rooms/940779,2021/12/17,Real charme near the Uffizi gallery,"5084788",Simona,2013/02/14,"Lastra a Signa, Tuscany, Italy","2",Centro Storico,43.767490000000002,11.257090000000000,Entire home/apt,"5",2.000000000000000,176.000000000000000,"23","23","41","222","1","0",,t,"2",0.070000000000000
480170060480,"94","16","39","64","14","69",480170060480,285.606580690999976,4043.540851570000086,"635","1551698",https://www.airbnb.com/rooms/1551698,2021/12/17,Palazzo Belfiore - Leone X,"8263812",Federico,2013/08/19,"Florence, Tuscany, Italy","10",Centro Storico,43.767800000000001,11.251210000000000,Entire home/apt,"5",1.000000000000000,250.000000000000000,"28","58","88","363","1","0",,t,"7",0.230000000000000
480170060481,"171","2","61","64","2","64",480170060481,433.892426317000002,8940.537569100000837,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060482,"18","6","5","14","5","17",480170060482,218.035984688000013,1719.764130739999928,"27","57767",https://www.airbnb.com/rooms/57767,2021/12/17,Toscanella Apartment,"274758",Francesco,2010/10/30,"Florence, Toscana, Italy","6",Centro Storico,43.767280000000000,11.250660000000000,Entire home/apt,"8",3.000000000000000,168.000000000000000,"5","35","65","270","0","0",,t,"5",0.630000000000000
480170060483,"10","4","1","6","2","6",480170060483,469.415658697000026,7832.916164569999637,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060485,"168","5","55","66","21","67",480170060485,721.215006450000033,31661.937956699999631,"1517","5545129",https://www.airbnb.com/rooms/5545129,2021/12/17,Florence Comfortable  Room,"28472137",Serena,2015/02/27,"Florence, Tuscany, Italy","1",Isolotto Legnaia,43.767290000000003,11.200160000000000,Private room,"1",1.000000000000000,38.000000000000000,"0","0","16","291","0","0",,f,"1",0.020000000000000
480170060486,"0","0","0","0","0","0",480170060486,580.324345188000052,13876.470531099999789,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060487,"141","19","42","69","17","64",480170060487,610.557067953000114,10853.947399500000756,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060488,"299","25","115","151","31","171",480170060488,704.592982931000051,21226.954405799999222,"2243","9606295",https://www.airbnb.com/rooms/9606295,2021/12/17,Big private room in Florence,"30754855",Giulia,2015/04/07,"Florence, Tuscany, Italy","1",Isolotto Legnaia,43.768009999999997,11.218249999999999,Private room,"2",1.000000000000000,31.000000000000000,"0","0","0","0","0","0",,f,"1",0.180000000000000
480170060489,"125","24","25","54","14","50",480170060489,708.518112665999979,17200.681843700000172,"1460","5236798",https://www.airbnb.com/rooms/5236798,2021/12/17,Florence View San Giorgio,"13117280",Monica,2014/03/14,"Florence, Tuscany, Italy","2",Centro Storico,43.767110000000002,11.265370000000001,Entire home/apt,"2",1.000000000000000,150.000000000000000,"15","45","75","350","0","0",,t,"2",0.020000000000000
480170060490,"104","13","38","53","3","55",480170060490,440.759637429000009,9050.253214500000468,"9602","51500001",https://www.airbnb.com/rooms/51500001,2021/12/17,A casa di nonna Lisa,"49037008",Alessandra Bianca,2015/11/14,"Florence, Tuscany, Italy","1",Campo di Marte,43.766759999999998,11.308940000000000,Private room,"2",1.000000000000000,19.000000000000000,"7","7","24","299","2","1",,f,"1",0.720000000000000
480170060491,"64","8","23","35","11","37",480170060491,260.912486322000007,3133.461724700000104,"161","348183",https://www.airbnb.com/rooms/348183,2021/12/17,Sprone 2b next to PONTE VECCHIO,"4156491",Apartments Florence,2012/11/15,"Florence, Tuscany, Italy","189",Centro Storico,43.767640000000000,11.250230000000000,Entire home/apt,"6",2.000000000000000,168.000000000000000,"23","23","23","100","0","0",,t,"125",0.030000000000000
480170060492,"109","11","40","57","13","70",480170060492,451.275456823000013,6671.785781579999821,"327","752350",https://www.airbnb.com/rooms/752350,2021/12/17,PIAZZA PITTI-,"154769",Matilde,2010/06/29,"Florence, Toscana, Italy","6",Centro Storico,43.767099999999999,11.248790000000000,Entire home/apt,"4",1.000000000000000,60.000000000000000,"20","50","80","355","1","1",,f,"4",0.250000000000000
480170060493,"60","6","28","39","3","43",480170060493,286.802107986999999,4298.055840899999566,"244","531876",https://www.airbnb.com/rooms/531876,2021/12/17,Loft Apartment in Historic Central Florence,"1871340",Stefano,2012/03/06,"Cape Town, Western Cape, South Africa","1",Centro Storico,43.767919999999997,11.249750000000001,Entire home/apt,"3",1.000000000000000,98.000000000000000,"0","26","32","55","4","1",,f,"1",0.950000000000000
480170060494,"77","11","20","32","2","33",480170060494,307.112875461999977,5580.899680219999937,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060495,"354","12","132","157","34","151",480170060495,773.437408172000005,33712.682418099997449,"5197","24424613",https://www.airbnb.com/rooms/24424613,2021/12/17,Benvenuti a Firenze,"184428075",Antonio,2018/04/15,"Florence, Tuscany, Italy","1",Isolotto Legnaia,43.768050000000002,11.214480000000000,Private room,"2",1.000000000000000,40.000000000000000,"0","14","44","134","0","0",,t,"1",0.340000000000000
480170060496,"71","5","20","30","2","32",480170060496,821.666879928999947,36260.010608700002194,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060497,"122","9","44","60","34","64",480170060497,872.515452263000043,21598.900544000000082,"3785","17957578",https://www.airbnb.com/rooms/17957578,2021/12/17,A casa del Cuoco,"123234393",PierPaolo,2017/03/29,"Florence, Tuscany, Italy","1",Isolotto Legnaia,43.768680000000003,11.199009999999999,Private room,"2",1.000000000000000,46.000000000000000,"25","41","41","41","1","0","73905",f,"1",0.230000000000000
480170060498,"195","15","78","96","8","96",480170060498,574.904331096999954,17938.725529300001654,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060499,"145","32","45","89","21","91",480170060499,334.906872104000001,4399.668281930000376,"194","405633",https://www.airbnb.com/rooms/405633,2021/12/17,B&B Casa Tintori - Light Blue Room,"762706",Riccardo,2011/06/30,"Florence, Tuscany, Italy","8",Centro Storico,43.767809999999997,11.258860000000000,Hotel room,"2",1.000000000000000,63.000000000000000,"20","41","67","314","8","1",,t,"6",0.270000000000000
480170060500,"230","22","92","119","8","114",480170060500,471.935483695000016,11049.837881800000105,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060501,"37","6","11","19","7","21",480170060501,235.918975641000003,2813.440617769999790,"4438","21238450",https://www.airbnb.com/rooms/21238450,2021/12/17,Il Magnifico S. Spirito - in the heart of Florence,"153502285",Luigi,2017/10/06,"Florence, Tuscany, Italy","1",Centro Storico,43.768219999999999,11.249280000000001,Entire home/apt,"4",1.000000000000000,150.000000000000000,"14","44","74","349","11","2",,t,"1",1.420000000000000
480170060502,"170","9","54","72","15","69",480170060502,1402.675697840000112,66554.174960400021519,"6735","33906722",https://www.airbnb.com/rooms/33906722,2021/12/17,Best Place to explore Florence•Free Parking,"105185178",Miriam,2016/11/26,"Florence, Tuscany, Italy","1",Isolotto Legnaia,43.768839999999997,11.224440000000000,Entire home/apt,"4",1.000000000000000,70.000000000000000,"0","0","0","0","0","0",,f,"1",1.040000000000000
480170060503,"70","1","29","34","9","35",480170060503,380.391940248000026,5773.958698960000220,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060504,"357","23","137","179","33","193",480170060504,612.971685349000040,20040.605834300004062,"8785","47786809",https://www.airbnb.com/rooms/47786809,2021/12/17,Your private room in Florence,"97772075",Parviz,2016/10/03,"Florence, Tuscany, Italy","2",Campo di Marte,43.767429999999997,11.276040000000000,Private room,"2",,30.000000000000000,"21","51","81","81","0","0",,f,"2",
480170060505,"174","4","72","85","9","84",480170060505,451.680911571000024,11169.919869900000776,"5182","24342016",https://www.airbnb.com/rooms/24342016,2021/12/17,Terratetto stile toscano parcheggio gratuito,"66995978",Giovanna,2016/04/13,"Florence, Tuscany, Italy","2",Campo di Marte,43.766449999999999,11.304819999999999,Entire home/apt,"3",1.000000000000000,103.000000000000000,"26","56","85","360","0","0",,t,"2",0.400000000000000
480170060506,"91","18","23","45","9","52",480170060506,245.077750785999996,3239.422092610000163,"670","1736075",https://www.airbnb.com/rooms/1736075,2021/12/17,Stanza grande sui tetti,"7051986",Chiara,2013/06/22,"Florence, Tuscany, Italy","1",Centro Storico,43.768360000000001,11.245749999999999,Private room,"1",1.000000000000000,25.000000000000000,"0","0","1","1","0","0",,t,"1",2.340000000000000
480170060507,"188","39","53","94","15","92",480170060507,420.551264532999994,11064.835510700000668,"681","1771365",https://www.airbnb.com/rooms/1771365,2021/12/17,Camera luminosa ben arredata.,"9304196",Araceli,2013/10/08,"Florence, Tuscany, Italy","2",Campo di Marte,43.767159999999997,11.275560000000000,Private room,"1",1.000000000000000,49.000000000000000,"0","0","24","299","2","0",,f,"2",0.190000000000000
