SEZ2011,AGG_COUNT,bedrooms,E27,E3,listing_building_rate,bedroom_apartments_rate
480170060540,1,0,116,9,11.11111111111111,0.0
480170060541,1,1,106,19,5.263157894736842,0.9433962264150944
480170060542,20,34,2100,280,7.142857142857142,1.6190476190476188
480170060543,1,1,162,70,1.4285714285714286,0.6172839506172839
480170060544,7,8,14,14,50.0,57.14285714285714
480170060545,14,27,518,56,25.0,5.212355212355212
480170060546,1,1,181,24,4.166666666666666,0.5524861878453038
480170060547,15,29,795,135,11.11111111111111,3.647798742138365
480170060548,2,4,20,6,33.33333333333333,20.0
480170060551,22,38,2068,374,5.88235294117647,1.83752417794971
480170060554,9,16,117,27,33.33333333333333,13.675213675213676
480170060555,4,5,528,92,4.3478260869565215,0.946969696969697
480170060557,19,27,2204,646,2.941176470588235,1.2250453720508168
480170060558,8,13,504,128,6.25,2.579365079365079
480170060559,70,111,1890,280,25.0,5.873015873015873
480170060560,14,19,812,126,11.11111111111111,2.3399014778325125
480170060561,5,9,795,180,2.7777777777777777,1.1320754716981132
480170060563,10,13,1300,360,2.7777777777777777,1.0
480170060564,2,2,110,26,7.6923076923076925,1.8181818181818181
480170060565,24,37,3048,552,4.3478260869565215,1.2139107611548556
480170060566,15,29,675,75,20.0,4.296296296296296
480170060568,2,3,202,22,9.090909090909092,1.4851485148514851
480170060570,16,24,464,128,12.5,5.172413793103448
480170060571,19,31,494,133,14.285714285714285,6.275303643724696
480170060573,12,18,744,168,7.142857142857142,2.4193548387096775
480170060574,53,81,1696,742,7.142857142857142,4.775943396226415
480170060576,7,12,1260,245,2.857142857142857,0.9523809523809524
480170060577,43,89,3483,860,5.0,2.555268446741315
480170060578,2,3,474,48,4.166666666666666,0.6329113924050633
480170060580,2,3,484,94,2.127659574468085,0.6198347107438017
480170060581,25,48,1200,325,7.6923076923076925,4.0
480170060582,3,4,423,84,3.571428571428571,0.9456264775413712
480170060583,9,18,684,99,9.090909090909092,2.631578947368421
480170060584,19,26,1615,133,14.285714285714285,1.609907120743034
480170060585,4,6,232,32,12.5,2.586206896551724
480170060586,14,21,294,98,14.285714285714285,7.142857142857142
480170060588,19,27,1900,418,4.545454545454546,1.4210526315789473
480170060589,32,64,3680,640,5.0,1.7391304347826086
480170060590,13,15,1352,247,5.263157894736842,1.1094674556213018
480170060591,14,19,14,14,100.0,n/a
480170060592,8,11,1080,144,5.555555555555555,1.0185185185185186
480170060593,26,39,6552,1092,2.380952380952381,0.5952380952380952
480170060594,2,5,592,42,4.761904761904762,0.8445945945945946
480170060595,11,20,649,88,12.5,3.0816640986132513
480170060597,19,32,0,0,n/a,n/a
480170060598,1,2,154,36,2.7777777777777777,1.2987012987012987
480170060599,23,37,1656,483,4.761904761904762,2.2342995169082123
480170060600,1,1,82,19,5.263157894736842,1.2195121951219512
480170060601,6,8,60,30,20.0,13.333333333333334
480170060602,2,2,228,48,4.166666666666666,0.8771929824561403
480170060603,20,30,1240,260,7.6923076923076925,2.4193548387096775
480170060604,2,2,0,0,n/a,n/a
480170060605,20,31,920,120,16.666666666666664,3.369565217391304
480170060606,56,73,8792,1288,4.3478260869565215,0.8303002729754322
480170060607,8,12,24,8,100.0,50.0
480170060608,16,29,816,112,14.285714285714285,3.553921568627451
480170060609,13,23,143,65,20.0,16.083916083916083
480170060612,5,8,135,30,16.666666666666664,5.9259259259259265
480170060613,4,6,104,20,20.0,5.769230769230769
480170060614,15,19,2310,495,3.0303030303030303,0.8225108225108225
480170060615,2,4,324,52,3.8461538461538463,1.2345679012345678
480170060616,4,4,756,148,2.7027027027027026,0.5291005291005291
480170060617,14,24,658,168,8.333333333333332,3.64741641337386
480170060619,17,24,68,17,100.0,35.294117647058826
480170060620,3,5,378,96,3.125,1.3227513227513228
480170060621,6,18,66,6,100.0,27.27272727272727
480170060622,27,37,1782,459,5.88235294117647,2.0763187429854097
480170060623,14,17,714,126,11.11111111111111,2.380952380952381
480170060624,2,2,282,30,6.666666666666667,0.7092198581560284
480170060625,11,11,429,88,12.5,2.564102564102564
480170060626,25,42,3725,850,2.941176470588235,1.1275167785234899
480170060628,20,27,2160,220,9.090909090909092,1.25
480170060629,20,24,900,200,10.0,2.666666666666667
480170060630,12,16,288,36,33.33333333333333,5.555555555555555
480170060631,10,12,680,140,7.142857142857142,1.7647058823529411
480170060632,12,14,1416,396,3.0303030303030303,0.9887005649717515
480170060633,2,2,64,10,20.0,3.125
480170060634,2,3,464,64,3.125,0.646551724137931
480170060635,2,5,164,32,6.25,3.048780487804878
480170060636,4,9,44,8,50.0,20.454545454545457
480170060639,4,5,0,0,n/a,n/a
480170060640,5,5,150,25,20.0,3.3333333333333335
480170060641,12,23,1008,60,20.0,2.2817460317460316
480170060642,31,52,1581,248,12.5,3.289057558507274
480170060643,22,27,594,88,25.0,4.545454545454546
480170060644,13,24,260,91,14.285714285714285,9.230769230769232
480170060645,4,6,124,44,9.090909090909092,4.838709677419355
480170060646,3,5,954,225,1.3333333333333335,0.5241090146750524
480170060647,6,6,90,24,25.0,6.666666666666667
480170060648,13,18,858,169,7.6923076923076925,2.097902097902098
480170060649,5,6,775,125,4.0,0.7741935483870968
480170060650,33,50,2541,363,9.090909090909092,1.967729240456513
480170060652,17,29,2771,561,3.0303030303030303,1.0465535907614578
480170060653,19,33,950,190,10.0,3.4736842105263155
480170060654,17,24,1785,493,3.4482758620689653,1.3445378151260505
480170060655,13,19,650,143,9.090909090909092,2.923076923076923
480170060656,1,2,92,19,5.263157894736842,2.1739130434782608
480170060659,11,13,2035,385,2.857142857142857,0.6388206388206389
480170060660,12,23,60,12,100.0,38.333333333333336
480170060661,1,0,78,11,9.090909090909092,0.0
480170060662,11,18,187,22,50.0,9.62566844919786
480170060663,5,7,5,5,100.0,n/a
480170060664,5,8,100,25,20.0,8.0
480170060665,6,10,156,24,25.0,6.41025641025641
480170060666,6,9,192,30,20.0,4.6875
480170060667,9,13,1026,207,4.3478260869565215,1.267056530214425
480170060668,11,16,594,88,12.5,2.6936026936026933
480170060669,9,13,162,45,20.0,8.024691358024691
480170060671,30,40,3540,630,4.761904761904762,1.1299435028248588
480170060673,15,25,2835,525,2.857142857142857,0.8818342151675485
480170060674,15,21,1740,300,5.0,1.206896551724138
480170060675,4,4,28,4,100.0,14.285714285714285
480170060676,1,6,5,4,25.0,n/a
480170060677,2,2,28,2,100.0,7.142857142857142
480170060678,2,2,368,76,2.631578947368421,0.5434782608695652
480170060681,2,2,4,2,100.0,50.0
480170060682,29,38,1653,261,11.11111111111111,2.2988505747126435
480170060683,17,23,527,187,9.090909090909092,4.364326375711575
480170060684,2,4,126,30,6.666666666666667,3.1746031746031744
480170060685,15,19,3000,525,2.857142857142857,0.6333333333333333
480170060686,4,5,4,4,100.0,n/a
480170060687,6,7,2004,144,4.166666666666666,0.34930139720558884
480170060689,3,7,0,0,n/a,n/a
480170060690,2,2,0,0,n/a,n/a
480170060691,3,4,0,0,n/a,n/a
480170060692,4,8,196,40,10.0,4.081632653061225
480170060693,16,28,544,144,11.11111111111111,5.147058823529411
480170060694,13,20,1352,299,4.3478260869565215,1.4792899408284024
480170060695,2,2,4,2,100.0,50.0
480170060699,3,1,207,27,11.11111111111111,0.4830917874396135
480170060700,18,32,234,36,50.0,13.675213675213676
480170060701,11,25,187,22,50.0,13.368983957219251
480170060702,8,13,248,48,16.666666666666664,5.241935483870968
480170060703,6,11,84,18,33.33333333333333,13.095238095238097
480170060704,3,4,93,15,20.0,4.301075268817205
480170060705,8,10,0,0,n/a,n/a
480170060706,11,15,495,99,11.11111111111111,3.0303030303030303
480170060707,11,16,330,66,16.666666666666664,4.848484848484849
480170060709,10,13,120,40,25.0,10.833333333333334
480170060710,8,8,1400,168,4.761904761904762,0.5714285714285714
480170060711,20,27,780,60,33.33333333333333,3.4615384615384617
480170060712,1,0,8,3,33.33333333333333,0.0
480170060713,12,15,108,36,33.33333333333333,13.88888888888889
480170060714,3,5,48,9,33.33333333333333,10.416666666666668
480170060715,13,16,728,130,10.0,2.197802197802198
480170060717,6,5,534,156,3.8461538461538463,0.9363295880149813
480170060718,3,5,93,6,50.0,5.376344086021505
480170060719,2,2,472,104,1.9230769230769231,0.423728813559322
480170060720,6,8,6,6,100.0,n/a
480170060721,9,14,0,0,n/a,n/a
480170060722,1,1,83,16,6.25,1.2048192771084338
480170060724,6,14,0,0,n/a,n/a
480170060725,5,8,30,5,100.0,26.666666666666668
480170060726,1,2,73,17,5.88235294117647,2.73972602739726
480170060727,1,1,43,7,14.285714285714285,2.3255813953488373
480170060728,1,0,0,0,n/a,n/a
480170060730,9,11,351,117,7.6923076923076925,3.133903133903134
480170060731,12,19,1896,456,2.631578947368421,1.0021097046413503
480170060732,4,5,316,28,14.285714285714285,1.5822784810126582
480170060733,1,1,2,1,100.0,50.0
480170060734,28,43,3304,588,4.761904761904762,1.301452784503632
480170060735,12,15,708,108,11.11111111111111,2.11864406779661
480170060738,5,7,50,5,100.0,14.000000000000002
480170060740,9,19,585,72,12.5,3.2478632478632483
480170060741,9,12,306,18,50.0,3.9215686274509802
480170060743,8,13,176,16,50.0,7.386363636363637
480170060746,15,22,705,165,9.090909090909092,3.120567375886525
480170060747,22,37,2024,308,7.142857142857142,1.8280632411067192
480170060748,8,18,312,72,11.11111111111111,5.769230769230769
480170060750,9,15,261,36,25.0,5.747126436781609
480170060751,2,4,0,0,n/a,n/a
480170060752,7,7,140,14,50.0,5.0
480170060753,11,14,143,55,20.0,9.79020979020979
480170060754,22,30,1342,264,8.333333333333332,2.235469448584203
480170060755,16,33,1280,288,5.555555555555555,2.578125
480170060756,15,21,1560,240,6.25,1.3461538461538463
480170060757,10,16,270,30,33.33333333333333,5.9259259259259265
480170060758,12,17,0,0,n/a,n/a
480170060759,2,2,36,2,100.0,5.555555555555555
480170060760,13,24,1378,195,6.666666666666667,1.741654571843251
480170060761,6,9,0,0,n/a,n/a
480170060762,2,2,66,14,14.285714285714285,3.0303030303030303
480170060763,45,61,10620,2205,2.0408163265306123,0.5743879472693032
480170060764,3,3,183,45,6.666666666666667,1.639344262295082
480170060765,1,1,14,1,100.0,7.142857142857142
