CODREG,REGIONE,CODPRO,PROVINCIA,CODCOM,COMUNE,PROCOM,SEZ2011,NSEZ,ACE,CODLOC,CODASC,P1,A46,A47,PF1,E3,E27,COD_ISTAT,LOC2011,TIPO_LOC,COM_ASC,Shape_Leng,Shape_Area
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060022","60022","32","10002","3","169","9","57","74","19","73","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","745.985154033999947","25377.997882200001186"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060023","60023","32","10002","3","46","25","0","25","4","36","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","230.514943482999996","3393.826425849999850"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060024","60024","32","10002","3","39","17","0","17","3","17","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","225.612366976000004","2687.693119349999961"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060025","60025","32","10002","3","132","7","45","57","11","55","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","578.863156234000030","13105.723690400000123"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060026","60026","32","10002","3","101","1","35","40","2","38","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","429.772932458000014","10863.652728600000046"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060027","60027","32","10002","3","90","45","1","46","6","46","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","364.846141642000021","7126.834502110000358"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060028","60028","32","10002","3","4","0","1","1","1","1","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","484.771197561999998","9049.551088199999867"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060029","60029","32","10002","3","123","1","49","53","26","50","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","564.339092451000056","14692.251365899999655"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060030","60030","32","10002","3","137","18","43","68","15","65","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","601.871076041000038","16200.395995000000767"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060031","60031","32","10002","3","145","10","49","67","24","97","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","576.351097692000053","14765.540134400000170"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060032","60032","32","10002","3","117","6","42","54","16","53","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","799.017022348999944","38465.007382800002233"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060033","60033","32","10002","3","273","9","79","104","61","118","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","4012.662971289999859","192583.334432000003289"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060034","60034","32","10002","3","75","1","28","34","13","30","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","594.086708274999978","13486.067789400000038"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060035","60035","32","10002","3","38","0","17","17","9","18","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","276.696997263000014","4795.814492210000026"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060036","60036","32","10002","3","78","18","19","41","7","44","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","727.028493780999952","26782.118505200000072"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060037","60037","32","10002","3","194","9","69","89","17","92","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","674.374689325999952","26232.020020899999508"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060038","60038","32","10002","3","58","1","25","27","3","32","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","519.304944191000004","9353.703910959999121"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060039","60039","32","10002","3","438","85","103","202","56","204","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","1064.424547470000107","61272.224193100002594"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060040","60040","32","10002","3","325","3","135","147","54","146","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","1654.761995070000239","69453.735101500002202"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060041","60041","32","10002","3","33","4","7","14","4","16","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","531.017348565000020","18074.665863300000638"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060042","60042","0","26612","3","35","7","4","13","11","16","9048017.000000000000000","4801726612.000000000000000","2.000000000000000","48017003.000000000000000","462.669735041000024","11398.539547500000481"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060043","60043","32","10002","3","47","9","17","27","11","36","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","238.517888999999997","2647.992585739999868"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060044","60044","32","10002","3","0","0","0","0","3","9","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","722.907712984999989","21651.935094699998444"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060045","60045","0","10001","3","237","10","76","93","11","105","9048017.000000000000000","4801710001.000000000000000","1.000000000000000","48017003.000000000000000","794.985908163999966","28658.855975400001626"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060046","60046","0","40002","3","21","1","8","9","4","15","9048017.000000000000000","4801740002.000000000000000","4.000000000000000","48017003.000000000000000","1682.851118159999942","128878.080249999999069"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060047","60047","32","10002","3","22","1","5","10","5","12","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","1189.368288690000099","46880.051004300003115"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060048","60048","0","40004","3","13","2","3","5","4","10","9048017.000000000000000","4801740004.000000000000000","4.000000000000000","48017003.000000000000000","1346.536497260000033","63485.308937599998899"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060049","60049","32","10002","3","67","1","21","25","7","23","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","905.719900965999955","36960.823303800010763"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060050","60050","0","26705","3","10","5","0","5","3","20","9048017.000000000000000","4801726705.000000000000000","2.000000000000000","48017003.000000000000000","361.139303331999997","6808.278297589999966"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060051","60051","32","10002","3","76","6","26","35","10","39","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","608.478460457999972","9983.302218929999071"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060052","60052","32","10002","3","0","0","0","0","1","2","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","974.004008958999975","38476.197319899998547"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060053","60053","44","10002","4","99","14","35","54","16","53","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.999999992549419","556.506027711999991","14732.871062099999108"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060054","60054","44","10002","4","10","0","7","7","1","7","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.999999992549419","223.309559046000004","2533.226000220000060"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060055","60055","32","10002","3","44","12","1","17","7","32","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","1119.023473850000073","45623.980399300002318"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060056","60056","32","10002","3","223","0","69","74","6","72","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","531.270706307999944","13157.122110000000248"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060057","60057","0","26704","3","24","12","0","13","4","28","9048017.000000000000000","4801726704.000000000000000","2.000000000000000","48017003.000000000000000","338.513688358000024","5774.651637449999726"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060058","60058","0","40015","3","189","5","41","66","53","124","9048017.000000000000000","4801740015.000000000000000","4.000000000000000","48017003.000000000000000","7479.119440880000184","1037680.177610000013374"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060059","60059","0","40002","3","58","3","9","20","22","64","9048017.000000000000000","4801740002.000000000000000","4.000000000000000","48017003.000000000000000","3422.273319670000092","414894.049841000000015"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060060","60060","0","40002","3","27","1","11","15","8","16","9048017.000000000000000","4801740002.000000000000000","4.000000000000000","48017003.000000000000000","2020.558397499999955","125794.320456000001286"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060061","60061","32","10002","3","130","9","39","61","23","83","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","1947.146524259999978","98330.912073300001794"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060062","60062","32","10002","3","1","0","1","1","2","2","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","454.679170983999995","9615.883072119999269"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060063","60063","32","10002","3","29","3","6","12","11","14","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","1060.923135109999976","51941.403799400002754"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060064","60064","32","10002","3","223","7","84","95","5","110","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","641.196424827999977","24026.902825900000607"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060065","60065","32","10002","3","30","0","9","10","7","20","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","902.003808230999880","36012.700029799998447"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060066","60066","32","10002","3","23","1","7","8","7","8","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","696.752232034000031","25535.634483099998761"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060067","60067","0","40002","3","20","0","7","8","2","10","9048017.000000000000000","4801740002.000000000000000","4.000000000000000","48017003.000000000000000","1466.920374289999927","89210.347601700021187"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060068","60068","32","10002","3","218","27","53","98","58","124","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","4370.793457249999847","190731.024497000034899"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060069","60069","32","10002","3","57","3","11","26","21","42","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","1923.126464200000100","66903.716863299996476"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060070","60070","0","40002","3","19","2","5","8","4","8","9048017.000000000000000","4801740002.000000000000000","4.000000000000000","48017003.000000000000000","3186.250097040000128","247649.871079999982612"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060071","60071","32","10002","3","238","9","92","114","40","130","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","1356.900503099999924","82193.317175699994550"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060072","60072","0","26601","3","16","3","4","8","5","13","9048017.000000000000000","4801726601.000000000000000","2.000000000000000","48017003.000000000000000","748.668360882000002","21462.235457999999198"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060073","60073","32","10002","3","79","1","30","35","18","38","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","1606.889801580000039","45797.179749499999161"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060074","60074","0","40002","3","53","8","14","24","4","24","9048017.000000000000000","4801740002.000000000000000","4.000000000000000","48017003.000000000000000","1655.985071490000109","122243.682423999998719"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060075","60075","32","10002","3","17","0","6","8","8","9","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","1102.685420009999916","39469.009503000001132"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060076","60076","32","10002","3","4","0","1","2","2","2","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","365.385212808999995","7506.574228870000297"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060077","60077","0","40004","3","31","1","10","13","6","25","9048017.000000000000000","4801740004.000000000000000","4.000000000000000","48017003.000000000000000","2567.260322600000109","159429.486600000003818"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060078","60078","0","20008","3","50","3","13","20","23","48","9048017.000000000000000","4801720008.000000000000000","2.000000000000000","48017003.000000000000000","852.608931641000027","27724.600436199998512"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060079","60079","32","10002","3","354","35","96","144","27","140","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","2056.443240220000007","64459.886637499999779"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060080","60080","0","40006","3","45","6","12","19","12","31","9048017.000000000000000","4801740006.000000000000000","4.000000000000000","48017003.000000000000000","2384.531029220000164","307280.841788000019733"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060081","60081","0","40004","3","9","1","3","4","5","12","9048017.000000000000000","4801740004.000000000000000","4.000000000000000","48017003.000000000000000","998.211303799000120","54435.513508900003217"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060082","60082","32","10002","3","153","8","62","82","18","91","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","449.923064122000028","9696.876975150000362"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060083","60083","32","10002","3","33","5","4","12","7","18","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","1300.787344930000017","42963.641680399996403"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060084","60084","0","40002","3","14","1","1","4","3","4","9048017.000000000000000","4801740002.000000000000000","4.000000000000000","48017003.000000000000000","1133.232048079999913","68114.556429899996147"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060085","60085","32","10002","3","492","68","121","239","39","245","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","1384.476810449999903","65290.353633699996863"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060086","60086","32","10002","3","219","7","81","101","33","96","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","1000.679530770000042","50305.886266100002103"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060087","60087","0","40004","3","22","1","7","9","11","20","9048017.000000000000000","4801740004.000000000000000","4.000000000000000","48017003.000000000000000","1414.259289179999996","96945.498678799995105"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060088","60088","31","10002","3","13","7","0","7","1","8","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","713.042716705999965","32832.287209299996903"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060089","60089","32","10002","3","0","0","0","0","2","15","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","643.591057194999962","8953.670477940000637"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060090","60090","13","10002","1","230","33","2","54","2","54","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017001.000000000000000","908.489866473999996","48364.067950500000734"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060091","60091","32","10002","3","37","9","8","19","7","22","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","818.022889218000046","26816.654599900000903"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060093","60093","32","10002","3","273","37","80","127","41","144","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","598.522622412000032","18461.766490800000611"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060094","60094","32","10002","3","111","6","24","43","22","64","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","3435.769746490000216","178992.515385000006063"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060095","60095","0","40004","3","65","0","8","13","12","23","9048017.000000000000000","4801740004.000000000000000","4.000000000000000","48017003.000000000000000","3523.996049509999921","366242.937274999974761"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060096","60096","32","10002","3","313","4","105","141","60","144","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","1675.841390020000063","122684.540284999995492"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060097","60097","32","10002","3","62","5","22","29","11","32","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","1698.789910319999990","73249.683148600001005"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060098","60098","32","10002","3","13","2","3","9","5","13","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","2310.892792889999782","91829.189777599996887"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060099","60099","32","10002","3","436","28","144","201","66","181","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","2067.324684149999939","179569.870473999995738"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060100","60100","32","10002","3","150","11","52","69","23","65","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","841.409792670000002","25655.546744200000830"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060101","60101","32","10002","3","18","3","5","8","3","8","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","334.264897034000001","4774.399200419999943"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060102","60102","32","10002","3","78","5","24","36","21","42","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","1367.040726769999765","63242.770385099996929"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060103","60103","32","10002","3","8","3","1","4","3","7","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","1080.153204850000066","59231.102188800003205"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060104","60104","32","10002","3","36","0","20","20","7","30","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","404.734922518000019","5296.551760629999990"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060105","60105","31","10002","3","277","56","66","126","2","121","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","633.643042958000024","19222.521591400000034"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060106","60106","32","10002","3","407","36","137","188","63","198","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","2011.528507960000070","107814.096774999998161"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060107","60107","31","10002","3","63","0","21","21","1","20","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","338.097962277000022","4723.393677930000194"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060108","60108","32","10002","3","10","0","3","4","3","4","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","329.416257873999996","5066.141910199999074"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060109","60109","32","10002","3","63","1","20","25","16","28","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","1355.243187750000061","43507.711587700003292"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060110","60110","32","10002","3","147","7","56","71","40","102","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","757.946997881000016","31520.305578999999852"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060111","60111","32","10002","3","145","3","47","57","18","54","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","592.826654103999999","17126.300526200000604"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060112","60112","32","10002","3","24","0","6","7","6","7","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","418.323394913000016","8356.992567499999495"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060113","60113","32","10002","3","108","4","40","47","11","86","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","1007.420659659999956","26323.491315800001757"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060114","60114","32","10002","3","41","5","17","23","7","23","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","433.262815362000026","6364.946929259998797"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060115","60115","13","10002","1","150","10","45","67","32","69","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017001.000000000000000","1766.437361949999968","179706.742143000010401"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060116","60116","31","10002","3","109","4","34","43","1","45","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","409.213065756999981","7022.337564739999834"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060117","60117","0","40004","3","57","5","23","28","15","38","9048017.000000000000000","4801740004.000000000000000","4.000000000000000","48017003.000000000000000","2879.550079520000054","132356.047041000012541"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060118","60118","31","10002","3","251","18","85","119","41","121","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","1982.093380640000078","78739.916396400003578"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060119","60119","32","10002","3","111","5","48","58","10","61","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","465.355573330000027","13346.172858399999313"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060121","60121","32","10002","3","45","10","7","21","3","34","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","198.831252346000014","2478.777894849999939"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060122","60122","0","40004","3","13","0","3","4","2","3","9048017.000000000000000","4801740004.000000000000000","4.000000000000000","48017003.000000000000000","1048.475830459999997","63719.024039900003118"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060123","60123","0","40002","3","56","7","7","24","27","58","9048017.000000000000000","4801740002.000000000000000","4.000000000000000","48017003.000000000000000","7586.647013929999957","1074520.187029999913648"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060124","60124","32","10002","3","654","45","221","291","80","324","9048017.000000000000000","4801710002.000000000000000","1.000000000000000","48017003.000000000000000","1656.945028009999760","140480.728442999999970"
