SEZ2011,AGG_COUNT,commercial,effected_by_policy_1,effected_by_policy_2,effected_by_policy_3,A46,A47,PF1
"480170060907","5","2","5","3","1","210","1065","1385"
"480170060908","3","1","3","2","1","99","255","369"
"480170060910","4","2","4","1","2","48","144","268"
"480170060911","3","3","3","3","3","0","81","90"
"480170060912","1","0","1","0","0","0","0","1"
"480170060915","2","0","2","1","0","78","158","258"
"480170060916","76","57","74","58","40","5776","7296","15352"
"480170060917","5","4","4","5","4","0","0","0"
"480170060918","25","23","22","24","16","250","500","850"
"480170060919","37","25","34","35","13","1443","2146","3959"
"480170060920","2","1","2","1","1","8","86","106"
"480170060921","2","0","2","1","0","28","40","70"
"480170060922","1","1","1","1","0","9","7","17"
"480170060924","12","6","12","9","6","468","780","1380"
"480170060927","1","0","1","1","0","11","14","28"
"480170060928","5","1","5","5","1","305","425","775"
"480170060930","20","17","18","18","14","460","920","1520"
"480170060931","7","4","6","5","3","406","714","1190"
"480170060932","2","1","2","1","0","36","128","188"
"480170060933","2","2","2","2","1","10","26","48"
"480170060934","48","37","44","44","31","1584","864","2832"
"480170060935","6","3","6","5","2","402","534","996"
"480170060936","7","7","7","7","7","49","21","84"
"480170060937","13","8","12","12","5","104","936","1157"
"480170060938","2","2","2","2","1","18","32","78"
"480170060940","1","0","1","1","0","18","70","97"
"480170060943","24","20","24","9","18","384","432","984"
"480170060944","2","0","2","1","0","12","46","68"
"480170060945","9","7","9","6","5","18","153","252"
"480170060947","36","25","35","27","22","1008","4932","6732"
"480170060948","12","11","9","11","11","96","168","348"
"480170060949","8","2","8","5","1","40","176","336"
"480170060950","4","2","3","1","1","4","0","4"
"480170060952","3","1","3","3","0","84","90","219"
"480170060953","3","2","3","3","0","57","42","102"
"480170060954","1","0","1","1","0","4","25","32"
"480170060955","2","1","2","1","1","6","24","44"
"480170060957","8","4","8","4","2","112","256","432"
"480170060958","3","1","3","1","1","72","495","615"
"480170060960","3","2","3","3","1","9","36","57"
"480170060961","29","26","23","27","20","1247","2117","3857"
"480170060963","2","1","2","1","1","48","202","268"
"480170060964","3","3","3","3","1","30","69","117"
"480170060966","30","18","28","27","14","510","1560","2550"
"480170060967","5","3","5","4","2","65","660","805"
"480170060969","36","30","34","25","25","648","1044","1908"
"480170060971","8","5","7","4","4","248","1192","1584"
"480170060973","11","8","11","11","4","352","1177","1804"
"480170060974","3","1","2","2","1","129","276","447"
"480170060975","1","0","1","0","0","2","17","20"
"480170060976","1","1","1","1","1","0","0","0"
"480170060977","1","0","1","1","0","5","58","67"
"480170060979","2","0","2","0","0","44","306","372"
"480170060983","2","2","2","2","0","44","314","398"
"480170060984","39","28","38","23","19","312","507","1053"
"480170060985","3","3","3","3","1","48","135","213"
"480170060986","8","4","8","5","1","24","56","112"
"480170060988","4","2","4","4","2","92","404","568"
"480170060990","1","0","1","1","0","19","98","127"
"480170060991","1","1","1","1","0","5","40","50"
"480170060992","23","17","22","16","8","391","690","1311"
"480170060994","2","1","2","1","1","376","178","590"
"480170060995","90","74","85","74","55","2700","2880","7470"
"480170060996","3","1","3","3","1","24","108","168"
"480170060998","1","0","1","0","0","3","19","25"
"480170060999","4","1","4","3","1","96","248","376"
"480170061000","1","1","1","0","1","30","96","142"
"480170061001","5","1","4","3","1","190","630","880"
"480170061002","34","22","29","33","12","850","3332","4896"
"480170061003","2","2","2","1","2","16","82","114"
"480170061004","20","14","15","17","11","180","720","1020"
"480170061005","5","4","4","3","3","30","295","415"
"480170061006","1","1","1","0","1","18","112","139"
"480170061007","1","0","1","1","0","2","13","19"
"480170061009","2","0","2","1","0","4","52","66"
"480170061010","23","8","23","8","7","276","2208","2944"
"480170061011","100","85","95","79","71","5000","8600","15300"
"480170061013","1","0","1","1","0","5","57","70"
"480170061014","4","4","4","4","1","84","316","456"
"480170061017","42","33","40","31","31","2352","3402","5922"
"480170061018","2","1","2","0","0","12","146","176"
"480170061019","1","0","1","1","0","37","192","264"
"480170061021","1","1","1","0","1","19","63","85"
"480170061023","5","2","5","4","2","40","185","235"
"480170061025","40","34","39","26","25","720","1160","2240"
"480170061026","1","1","1","1","1","12","57","74"
"480170061035","4","3","4","1","3","156","416","644"
"480170061036","1","1","1","1","0","8","48","61"
"480170061037","2","1","2","1","1","60","470","568"
"480170061039","1","0","1","0","0","25","170","205"
"480170061040","1","1","1","1","0","11","113","136"
"480170061043","3","0","2","2","0","48","174","261"
"480170061044","19","11","18","14","6","437","741","1311"
"480170061045","83","63","78","73","44","4565","7138","16683"
"480170061049","2","1","2","2","0","4","86","120"
"480170061050","26","18","25","17","14","442","650","1300"
"480170061051","2","0","2","1","0","54","218","288"
"480170061053","8","4","8","3","4","96","352","576"
"480170061055","12","7","12","11","4","132","396","588"
"480170061057","1","1","1","1","0","21","72","108"
"480170061058","20","14","19","14","12","240","220","700"
"480170061061","1","0","1","1","0","2","11","15"
"480170061064","27","24","23","23","21","432","1161","1755"
"480170061065","1","1","1","0","0","36","98","159"
"480170061066","28","24","27","23","18","532","1176","2072"
"480170061068","4","3","4","3","1","168","568","808"
"480170061069","29","24","28","24","15","1247","1914","3799"
"480170061070","6","2","6","3","2","84","366","474"
"480170061071","59","43","54","47","39","1652","2242","4602"
"480170061072","1","0","1","0","0","22","141","178"
"480170061073","63","50","57","47","33","1512","3150","5103"
"480170061075","1","1","1","1","0","17","149","190"
"480170061076","10","5","9","8","4","220","620","930"
"480170061077","1","0","1","1","0","0","0","0"
"480170061078","2","0","2","2","0","44","144","212"
"480170061079","8","8","3","8","7","32","48","104"
"480170061081","1","1","1","0","1","5","11","18"
"480170061082","2","2","2","1","0","4","78","92"
"480170061086","2","0","2","2","0","0","0","0"
"480170061087","1","0","1","1","0","40","85","129"
"480170061089","1","0","1","1","0","1","35","52"
"480170061090","17","12","16","11","11","51","68","153"
"480170061091","10","4","10","6","4","130","620","870"
"480170061092","31","25","30","20","17","0","0","0"
"480170061094","55","36","52","40","29","2255","3740","6765"
"480170061095","1","1","1","0","0","28","124","164"
"480170061099","1","0","1","1","0","0","8","12"
"480170061100","4","2","4","2","2","128","752","948"
"480170061104","3","2","2","2","2","69","159","240"
"480170061106","1","1","1","0","0","58","66","128"
"480170061109","1","0","1","0","0","2","31","35"
"480170061110","14","8","13","10","7","294","1372","1806"
"480170061111","1","1","1","1","0","223","50","281"
"480170061112","28","18","28","22","13","1176","1540","3052"
"480170061114","2","1","2","1","0","104","158","292"
"480170061115","27","20","25","22","17","621","675","1539"
"480170061118","1","0","1","0","0","0","0","0"
"480170061119","2","0","2","1","0","146","140","296"
"480170061120","2","0","2","1","0","8","66","76"
"480170061121","18","12","18","12","10","162","630","810"
"480170061123","3","0","3","3","0","3","132","144"
"480170061124","1","0","1","0","0","31","141","183"
"480170061125","2","2","2","1","1","16","42","78"
"480170061127","3","1","3","1","1","78","279","372"
"480170061132","25","20","24","18","15","350","700","1250"
"480170061133","2","1","1","2","0","8","174","218"
"480170061134","1","0","1","0","0","32","133","185"
"480170061135","21","17","21","19","12","231","588","987"
"480170061137","4","3","3","2","3","172","512","744"
"480170061141","21","10","21","20","7","189","273","609"
"480170061145","2","2","2","1","1","34","204","274"
"480170061149","44","24","43","38","16","1848","7348","10296"
"480170061150","1","0","1","0","0","22","139","174"
"480170061153","7","6","6","5","4","154","483","826"
"480170061157","18","16","17","15","15","738","990","2070"
"480170061160","24","20","20","19","14","552","528","1368"
"480170061161","1","0","1","1","0","23","122","165"
"480170061165","14","9","13","6","6","546","350","1050"
"480170061169","1","0","1","1","0","18","96","128"
"480170061170","18","14","17","15","11","306","774","1188"
"480170061173","1","0","1","1","0","4","58","72"
"480170061174","2","0","2","2","0","102","430","550"
"480170061176","3","3","2","3","3","24","135","174"
"480170061177","53","43","49","30","24","2650","3975","7155"
"480170061179","4","0","4","0","0","36","428","556"
"480170061180","3","3","3","3","2","36","285","375"
"480170061183","1","0","1","0","0","35","26","63"
"480170061186","22","18","20","20","16","374","528","1100"
"480170061191","1","0","1","1","0","2","10","14"
"480170061194","40","26","38","20","22","1400","320","1960"
"480170061196","1","0","1","1","0","1","5","8"
"480170061201","16","13","16","14","8","272","640","992"
"480170061203","1","0","0","1","0","6","44","53"
"480170061206","3","2","3","3","1","51","198","267"
"480170061208","5","1","5","5","1","175","775","1050"
"480170061210","1","1","1","1","0","289","125","429"
"480170061213","2","2","2","2","2","8","72","92"
"480170061214","6","6","5","6","6","0","0","6"
"480170061217","4","1","4","1","1","72","412","572"
"480170061221","42","30","41","32","26","1680","4788","7224"
"480170061222","10","8","9","6","7","200","230","450"
"480170061223","3","2","3","3","2","72","162","240"
"480170061224","2","1","1","2","0","34","114","164"
"480170061226","83","62","76","51","48","5063","6225","13612"
"480170061232","21","18","19","9","13","231","567","882"
"480170061235","7","6","6","5","3","0","0","14"
"480170061237","1","1","1","0","0","24","57","84"
"480170061238","2","1","2","2","1","42","202","290"
"480170061239","1","1","1","1","0","280","117","406"
"480170061243","1","0","1","1","0","15","130","158"
"480170061244","23","10","19","21","7","828","1978","3036"
"480170061245","2","0","2","1","0","78","196","310"
"480170061247","6","2","6","6","1","30","96","168"
"480170061249","3","2","3","3","1","6","15","21"
"480170061251","3","3","3","1","0","39","468","564"
"480170061252","13","12","11","13","9","572","611","1274"
"480170061257","16","10","15","9","10","48","0","48"
"480170061258","1","1","1","1","1","158","152","317"
"480170061259","16","16","16","16","16","0","304","352"
"480170061261","16","13","12","12","10","16","0","48"
"480170061262","4","3","4","1","2","176","252","460"
"480170061263","27","21","26","16","18","891","2106","3375"
"480170061266","1","1","1","1","0","59","259","345"
"480170061268","12","10","11","9","7","72","156","276"
"480170061270","1","1","1","1","0","2","10","13"
"480170061271","7","3","7","6","3","14","21","63"
"480170061273","2","0","2","2","0","28","214","268"
"480170061275","2","2","2","1","1","0","0","0"
"480170061276","30","19","28","22","15","1620","1770","3720"
"480170061277","1","0","1","0","0","3","66","73"
"480170061278","1","1","1","1","1","5","40","49"
"480170061279","7","5","7","7","5","14","42","56"
"480170061280","13","13","12","4","9","208","195","403"
"480170061283","7","6","7","4","1","35","133","196"
"480170061285","4","3","4","2","2","4","0","12"
"480170061286","23","18","21","19","12","552","1449","2438"
"480170061288","22","17","22","19","13","242","968","1276"
"480170061290","2","1","2","2","0","82","982","1154"
"480170061292","1","0","1","1","0","6","74","82"
"480170061294","2","2","2","2","2","8","2","10"
"480170061295","1","0","1","1","0","13","149","173"
"480170061296","9","6","9","7","5","63","189","279"
"480170061297","2","0","2","1","0","20","424","480"
"480170061299","6","4","6","4","1","12","72","96"
"480170061300","3","3","3","1","3","36","279","345"
"480170061301","42","36","38","20","29","1050","4494","6174"
"480170061303","8","7","8","8","6","136","192","360"
"480170061305","3","2","3","3","2","72","99","216"
"480170061309","3","2","3","3","2","24","24","66"
"480170061312","1","0","1","1","0","52","205","272"
"480170061314","1","1","1","1","1","9","35","50"
"480170061315","21","16","18","18","9","714","2016","2856"
"480170061317","31","17","30","26","9","1240","4185","7688"
"480170061318","4","3","4","3","3","72","232","392"
"480170061321","17","14","17","13","8","374","1241","1955"
"480170061325","13","10","12","10","5","65","169","286"
"480170061326","28","21","28","15","19","532","1456","2324"
"480170061328","3","2","3","2","1","3","69","120"
"480170061329","1","0","1","1","0","2","2","4"
"480170061331","1","1","1","1","0","18","158","208"
"480170061333","8","7","8","6","1","296","1800","2232"
"480170061335","8","8","8","3","7","144","416","640"
"480170061336","16","11","16","14","5","1376","2672","4320"
"480170061338","17","15","17","8","8","204","459","714"
"480170061339","3","3","3","0","3","6","126","135"
"480170061340","4","2","4","3","1","184","956","1272"
"480170061341","11","7","11","10","4","11","286","330"
"480170061343","8","8","7","8","6","184","592","856"
"480170061344","1","1","1","0","1","0","2","3"
"480170061345","9","8","8","8","5","189","585","882"
"480170061346","2","2","2","2","2","6","52","66"
"480170061347","6","4","4","6","2","108","324","462"
"480170061348","10","5","9","5","5","210","620","880"
"480170061349","11","8","10","9","5","341","594","1045"
"480170061350","12","6","12","9","6","384","1788","2412"
"480170061352","5","1","5","3","0","45","230","285"
"480170061353","5","5","4","2","4","60","250","340"
"480170061354","1","0","1","0","0","90","273","386"
"480170061355","1","0","1","1","0","0","0","0"
"480170061358","4","3","4","4","2","88","148","264"
"480170061359","4","1","4","4","0","24","132","184"
"480170061360","1","0","1","1","0","9","127","142"
"480170061361","6","4","6","4","1","6","0","6"
"480170061362","1","1","1","0","1","5","22","35"
"480170061363","1","1","1","1","1","0","17","20"
"480170061365","5","3","4","2","1","0","0","0"
"480170061366","19","16","14","13","14","209","817","1121"
"480170061368","1","1","1","1","0","20","53","80"
"480170061369","5","4","4","3","4","35","135","190"
"480170061370","10","6","10","6","6","310","1280","1720"
"480170061371","1","1","1","0","1","16","27","60"
"480170061375","2","1","2","1","0","22","152","190"
"480170061377","46","33","43","33","22","1242","3864","5474"
"480170061378","3","1","3","2","1","66","261","375"
"480170061379","6","5","6","1","4","78","246","372"
"480170061380","6","5","6","3","4","72","126","210"
"480170061381","1","0","1","1","0","8","84","96"
"480170061383","3","2","3","3","2","225","660","996"
"480170061384","4","2","4","2","0","140","476","688"
"480170061386","1","1","1","0","1","12","45","60"
"480170061388","5","4","5","4","3","0","70","85"
"480170061390","14","13","13","11","7","154","854","1204"
"480170061391","1","1","1","1","1","3","19","30"
"480170061393","11","8","11","9","5","176","253","473"
"480170061394","1","1","1","0","0","5","39","47"
"480170061395","14","11","14","8","7","0","0","0"
"480170061396","4","2","4","3","1","8","0","8"
"480170061397","2","2","2","1","1","0","0","0"
"480170061399","2","2","2","2","2","12","44","68"
"480170061400","34","26","31","20","16","442","2788","3706"
"480170061401","3","2","3","2","1","81","393","543"
"480170061402","2","0","2","2","0","24","182","226"
"480170061403","2","1","2","1","0","44","112","176"
"480170061404","7","5","7","5","3","343","371","805"
"480170061406","1","1","1","0","1","12","38","56"
"480170061408","8","6","6","5","3","72","360","504"
"480170061410","4","3","4","2","3","0","0","0"
"480170061411","1","1","1","1","0","192","628","850"
"480170061412","2","0","2","1","0","80","338","462"
"480170061414","13","11","13","7","8","65","429","572"
"480170061415","5","4","5","1","4","205","190","430"
"480170061416","2","1","2","2","0","6","58","64"
"480170061418","3","1","3","2","1","84","336","456"
"480170061419","3","1","3","2","1","78","273","411"
"480170061420","1","0","1","0","0","16","107","130"
"480170061422","6","3","6","5","3","174","564","822"
"480170061423","15","14","13","12","11","465","675","1305"
"480170061424","16","11","15","11","6","1616","2400","4288"
"480170061425","5","2","5","4","1","30","130","235"
"480170061426","2","2","2","1","1","22","66","92"
"480170061427","2","0","2","1","0","44","252","350"
"480170061429","5","4","5","3","0","55","380","465"
"480170061431","3","3","3","2","3","3","12","18"
"480170061432","2","2","2","0","2","26","92","124"
"480170061433","1","1","1","0","1","0","6","7"
"480170061434","3","3","3","1","3","36","219","303"
"480170061435","8","7","8","3","2","96","752","952"
"480170061436","17","10","17","10","9","357","425","918"
"480170061437","1","1","1","1","0","4","68","79"
"480170061439","6","5","6","1","5","132","282","462"
"480170061440","7","7","7","5","5","140","385","616"
"480170061442","4","2","4","0","0","52","248","344"
"480170061443","1","1","1","1","1","10","64","80"
"480170061444","2","2","1","1","1","16","116","146"
"480170061445","9","9","9","5","7","279","1008","1422"
"480170061446","1","0","1","1","0","11","110","138"
"480170061448","1","1","1","1","1","8","34","48"
"480170061449","2","1","1","2","1","26","116","158"
"480170061450","13","9","13","7","6","26","273","351"
"480170061451","4","3","4","2","2","60","276","372"
"480170061452","5","1","5","0","1","30","175","225"
"480170061453","2","1","2","1","1","26","132","162"
"480170061454","2","2","2","0","2","10","48","68"
"480170061457","1","1","1","1","0","7","41","50"
"480170061458","1","0","1","0","0","0","7","7"
"480170061459","9","7","9","4","5","36","0","36"
"480170061460","2","2","2","0","2","14","30","44"
"480170061461","1","1","1","0","1","15","48","70"
"480170061463","5","5","5","4","4","80","320","470"
"480170061464","3","3","3","2","2","12","6","21"
"480170061465","1","0","1","1","0","8","25","37"
"480170061466","2","1","2","1","1","8","72","90"
"480170061467","2","1","2","0","1","14","46","64"
"480170061469","13","7","13","6","6","221","676","1105"
"480170061470","2","2","2","2","1","6","48","60"
"480170061473","3","3","3","1","1","42","231","297"
"480170061474","2","0","2","2","0","8","36","48"
"480170061476","13","10","13","11","5","182","1014","1300"
"480170061477","2","1","2","1","0","50","154","230"
"480170061478","4","3","3","3","1","116","404","568"
"480170061479","12","11","12","6","11","144","588","828"
"480170061480","4","1","3","4","0","56","508","652"
"480170061481","4","2","4","3","0","108","424","588"
"480170061482","2","1","2","1","1","26","80","110"
"480170061483","1","1","1","1","0","7","45","55"
"480170061485","4","3","3","1","3","40","168","232"
"480170061487","4","3","3","2","2","80","188","288"
"480170061488","4","2","4","3","2","56","276","364"
"480170061489","4","4","4","3","3","0","0","0"
"480170061490","2","1","2","2","0","20","66","102"
"480170061491","6","4","5","6","2","54","432","558"
"480170061492","7","2","7","5","2","63","63","126"
"480170061493","3","2","3","3","1","81","189","312"
"480170061496","4","3","3","3","3","44","232","316"
"480170061497","6","3","6","3","1","66","234","324"
"480170061498","3","3","3","3","3","129","408","588"
"480170061499","1","0","1","0","0","7","41","53"
"480170061500","1","1","0","0","1","7","26","37"
"480170061501","3","1","3","1","0","42","309","393"
"480170061502","4","2","4","3","1","20","144","184"
"480170061503","3","3","3","1","2","66","144","255"
"480170061506","1","0","1","1","0","4","87","101"
"480170061507","3","0","3","2","0","105","252","384"
"480170061508","8","7","8","5","5","456","1224","1864"
"480170061510","5","4","5","1","1","65","635","785"
"480170061511","2","2","2","2","0","28","100","140"
"480170061512","1","1","1","1","1","25","39","66"
"480170061514","5","3","4","4","3","90","340","475"
"480170061516","1","0","1","1","0","31","95","136"
"480170061517","1","0","1","1","0","28","125","172"
"480170061519","1","1","1","1","0","15","67","98"
"480170061520","3","2","3","3","0","27","174","210"
"480170061521","10","4","10","6","1","110","1520","1800"
"480170061522","3","1","3","0","1","54","390","495"
"480170061523","4","3","3","1","3","60","304","420"
"480170061524","1","1","1","1","0","31","145","199"
"480170061525","3","3","2","3","2","54","270","357"
"480170061528","1","1","1","1","1","8","48","60"
"480170061529","4","2","4","0","2","100","548","720"
"480170061531","18","14","17","14","12","216","594","954"
"480170061535","3","3","3","3","1","222","477","762"
"480170061536","7","5","7","5","4","182","756","1078"
"480170061537","4","2","4","3","2","64","352","444"
"480170061539","1","1","1","0","1","19","56","88"
"480170061540","1","1","1","0","1","16","38","62"
"480170061541","5","4","5","4","4","55","585","760"
"480170061542","1","1","1","0","1","7","23","34"
"480170061544","7","5","7","3","3","175","840","1141"
"480170061545","1","1","1","1","0","2","10","14"
"480170061546","4","4","3","2","4","60","196","304"
"480170061547","5","5","5","1","3","110","185","310"
"480170061548","4","2","4","2","1","12","8","20"
"480170061549","4","1","4","3","1","52","100","172"
"480170061551","5","4","5","1","4","175","460","695"
"480170061552","7","6","6","6","5","77","490","616"
"480170061553","1","0","1","1","0","2","23","27"
"480170061554","3","3","2","1","2","33","144","204"
"480170061556","5","5","5","1","4","150","380","645"
"480170061557","3","2","3","1","1","132","642","846"
"480170061559","3","3","3","2","2","6","0","21"
"480170061560","3","1","3","2","1","48","210","276"
"480170061561","1","1","1","0","0","11","58","80"
"480170061562","1","0","1","0","0","18","36","59"
"480170061563","7","5","7","5","3","0","0","0"
"480170061564","2","1","2","1","0","20","82","118"
"480170061565","3","2","3","2","0","117","255","393"
"480170061567","1","0","1","1","0","5","51","84"
"480170061568","6","5","6","1","4","84","570","744"
"480170061569","1","1","1","0","1","20","107","139"
"480170061570","3","1","2","2","1","51","132","219"
"480170061571","1","1","1","1","1","24","71","102"
"480170061572","3","2","3","3","1","78","195","300"
"480170061573","4","4","4","3","3","92","204","328"
"480170061574","4","3","4","3","2","8","136","152"
"480170061575","3","1","2","1","1","27","246","306"
"480170061576","1","1","0","0","0","4","30","38"
"480170061578","2","1","2","2","0","6","54","66"
"480170061579","4","3","4","1","0","0","68","80"
"480170061580","2","0","2","1","0","148","260","428"
"480170061581","3","1","3","2","0","192","426","678"
"480170061582","7","5","7","5","2","175","371","609"
"480170061583","1","1","1","1","1","17","54","82"
"480170061585","11","8","11","6","7","209","946","1221"
"480170061587","2","1","2","2","1","46","162","228"
"480170061589","3","1","3","2","1","81","234","348"
"480170061590","1","0","1","0","0","5","33","40"
"480170061593","5","3","5","4","3","85","595","760"
"480170061594","4","1","4","0","1","80","284","424"
"480170061596","6","2","6","2","0","408","984","1464"
"480170061597","2","2","2","1","2","4","42","54"
"480170061598","12","8","12","8","5","528","504","1188"
"480170061599","1","0","1","1","0","6","72","83"
"480170061600","3","3","3","2","2","39","255","336"
"480170061601","5","4","5","5","4","150","520","740"
"480170061602","1","1","1","1","0","10","23","35"
"480170061604","2","1","2","1","0","36","140","184"
"480170061605","1","0","1","0","0","6","16","27"
"480170061606","12","9","12","8","7","696","2628","3588"
"480170061607","2","2","2","2","2","0","2","2"
"480170061608","2","1","2","1","0","48","220","290"
"480170061609","2","2","2","1","2","40","132","190"
"480170061612","2","2","2","1","2","48","212","280"
"480170061613","11","5","11","4","5","55","176","242"
"480170061616","13","10","13","7","10","416","3094","3835"
"480170061619","2","1","2","0","1","38","154","214"
"480170061620","3","2","2","1","1","243","579","888"
"480170061622","1","1","1","1","1","7","27","36"
"480170061623","4","2","2","3","1","164","688","948"
"480170061624","5","1","5","3","1","30","65","105"
"480170061626","1","1","1","1","1","10","42","58"
"480170061629","10","4","10","9","1","1670","3480","5670"
"480170061630","2","0","2","2","0","12","50","74"
"480170061632","8","5","8","2","3","432","1808","2448"
"480170061634","5","4","5","2","3","105","985","1150"
"480170061637","1","0","1","1","0","31","18","49"
"480170061638","1","1","1","0","1","8","56","69"
"480170061639","2","0","2","2","0","26","74","108"
"480170061640","2","1","2","0","1","34","174","228"
"480170061641","6","4","6","3","2","1320","1290","2850"
"480170061643","1","0","1","0","0","5","24","31"
"480170061645","5","1","5","2","0","985","2955","4165"
"480170061646","7","4","7","5","2","224","1218","1575"
"480170061647","3","1","2","1","1","189","675","921"
"480170061649","6","3","6","5","2","288","762","1176"
"480170061650","1","1","0","1","0","19","64","87"
"480170061652","1","1","1","1","0","13","58","76"
"480170061653","1","0","1","1","0","15","61","86"
"480170061654","1","1","1","1","1","0","3","4"
"480170061655","2","1","2","1","1","34","190","244"
"480170061656","1","0","1","1","0","8","46","64"
"480170061659","8","4","7","5","0","64","848","960"
"480170061660","1","1","1","1","0","14","0","15"
"480170061661","11","7","11","8","4","715","1925","2805"
"480170061663","5","1","5","4","1","710","880","1645"
"480170061664","4","3","4","4","2","52","288","360"
"480170061665","2","1","2","2","1","28","78","116"
"480170061667","6","1","6","5","1","282","1098","1542"
"480170061668","3","1","3","2","0","111","345","483"
"480170061669","17","7","17","9","6","1088","3689","5304"
"480170061670","5","2","5","1","0","70","440","580"
"480170061672","8","4","8","2","1","688","2664","3584"
"480170061673","4","2","4","2","1","12","164","200"
"480170061674","3","3","3","0","3","54","159","231"
"480170061675","1","1","1","1","1","19","87","114"
"480170061677","2","2","2","1","1","40","204","262"
"480170061681","3","1","3","1","1","36","177","237"
"480170061683","1","0","1","1","0","29","179","219"
"480170061684","9","7","8","6","3","801","1116","2052"
"480170061685","1","1","1","1","0","0","0","0"
"480170061686","3","2","3","3","1","0","36","39"
"480170061688","4","3","4","1","0","148","636","888"
"480170061689","2","2","2","0","2","6","80","86"
"480170061691","4","2","4","3","1","356","748","1204"
"480170061692","3","1","3","3","1","63","498","600"
"480170061693","9","5","9","4","4","792","2772","3861"
"480170061694","3","0","3","3","0","24","102","159"
"480170061695","3","1","3","2","0","30","150","219"
"480170061696","1","0","1","1","0","29","84","123"
"480170061697","1","1","1","1","1","1","15","19"
"480170061698","1","0","1","1","0","25","101","142"
"480170061699","6","4","5","5","4","84","576","756"
"480170061700","4","1","4","2","1","52","256","344"
"480170061701","3","1","3","2","1","66","297","396"
"480170061704","2","2","2","0","1","62","124","208"
"480170061710","2","1","2","2","1","42","154","220"
"480170061712","1","1","1","1","1","26","136","185"
"480170061713","2","1","2","2","0","38","100","152"
"480170061714","5","0","5","2","0","190","910","1230"
"480170061715","1","0","1","1","0","10","40","56"
"480170061716","3","1","3","3","1","0","0","0"
"480170061721","1","0","1","1","0","7","33","45"
"480170061722","6","1","6","2","0","312","852","1302"
"480170061724","1","0","1","0","0","0","12","14"
"480170061732","5","1","4","4","0","165","380","610"
"480170061734","1","1","1","1","0","8","53","63"
"480170061736","4","1","4","4","1","224","708","1004"
"480170061737","4","3","4","2","2","168","356","552"
"480170061738","7","5","7","4","2","84","994","1141"
"480170061739","5","5","5","3","4","160","580","795"
"480170061742","8","5","8","4","3","384","1424","2016"
"480170061744","1","0","1","0","0","6","75","86"
"480170061745","1","1","1","1","0","4","29","38"
"480170061747","1","0","1","1","0","8","29","38"
"480170061750","6","5","6","0","3","300","810","1188"
"480170061752","3","1","3","3","1","0","9","9"
"480170061754","1","1","0","1","0","1","8","9"
"480170061755","5","3","5","3","0","160","925","1205"
"480170061759","1","1","1","0","1","11","67","86"
"480170061760","1","1","1","1","0","2","10","14"
"480170061764","1","0","1","0","0","26","72","111"
"480170061768","2","1","2","1","1","10","72","96"
"480170061769","2","1","2","2","1","8","0","8"
"480170061770","1","0","1","1","0","4","47","57"
"480170061771","2","1","2","1","0","78","290","424"
"480170061772","1","0","1","1","0","2","31","37"
"480170061779","1","1","1","1","0","38","127","177"
"480170061781","1","0","1","0","0","36","148","200"
"480170061782","1","0","1","0","0","17","92","117"
"480170061783","1","1","1","0","0","0","0","0"
"480170061786","1","1","1","1","0","60","120","204"
"480170061787","1","1","1","1","0","9","55","69"
"480170061792","5","2","5","2","1","300","1295","1705"
"480170061793","2","1","2","2","0","8","104","132"
"480170061794","8","4","7","4","3","208","472","704"
"480170061796","1","1","1","1","0","0","0","0"
"480170061798","2","1","2","2","1","38","188","266"
"480170061799","1","1","1","1","1","1","23","24"
"480170061804","3","1","3","2","0","60","276","387"
"480170061805","3","2","2","2","0","141","549","741"
"480170061808","5","0","5","2","0","140","700","890"
"480170061813","1","1","1","1","1","26","143","194"
"480170061814","2","2","2","1","1","16","152","176"
"480170061816","1","1","1","1","0","6","45","52"
"480170061817","6","2","6","5","2","516","1698","2304"
"480170061819","1","0","1","1","0","0","13","16"
"480170061820","3","1","3","3","1","39","378","471"
"480170061822","2","2","2","1","1","16","98","138"
"480170061824","2","0","2","1","0","12","54","68"
"480170061826","3","2","3","2","0","108","228","384"
"480170061827","6","3","5","3","0","30","276","354"
"480170061831","2","1","2","2","1","16","82","102"
"480170061832","6","3","6","6","2","108","156","282"
"480170061834","8","5","8","7","1","1440","3728","5592"
"480170061838","1","1","1","0","1","14","55","78"
"480170061840","4","3","2","4","1","76","332","444"
"480170061844","3","1","3","2","1","87","327","453"
"480170061848","3","3","2","1","3","6","21","30"
"480170061850","4","1","4","2","0","44","712","828"
"480170061853","1","1","1","1","0","21","131","166"
"480170061856","1","0","1","1","0","44","168","238"
"480170061858","2","0","2","1","0","50","268","338"
"480170061862","2","1","2","2","1","276","310","624"
"480170061863","1","1","1","1","1","39","28","73"
"480170061866","1","0","1","1","0","13","55","73"
"480170061867","2","1","2","1","1","14","110","144"
"480170061869","2","2","2","2","0","112","6","124"
"480170061870","3","1","2","1","0","66","222","318"
"480170061873","3","1","3","2","0","699","342","1080"
"480170061877","3","1","3","2","0","33","117","195"
"480170061878","2","0","2","2","0","38","332","402"
"480170061879","1","0","1","1","0","5","38","50"
"480170061880","19","11","17","15","6","1786","6973","9481"
"480170061881","2","1","2","1","1","18","80","108"
"480170061884","2","1","2","1","0","148","568","756"
"480170061885","2","2","1","2","2","64","156","234"
"480170061886","13","6","13","8","4","702","2808","3952"
"480170061888","1","0","1","1","0","0","0","2"
