SEZ2011,Entire home/apt,Hotel room,Private room,Shared room
480170061397,4.0,,1.0,
480170061399,7.0,,,
480170061400,4.3,1.5,2.0,
480170061401,4.0,,2.0,
480170061402,4.0,,,
480170061403,9.0,,2.0,
480170061404,4.2,,2.0,
480170061406,,,2.0,
480170061408,3.4,,2.0,
480170061410,3.0,,3.0,
480170061411,4.0,,,
480170061412,6.0,,2.0,
480170061414,4.285714285714286,2.5,1.5,
480170061415,4.0,,2.25,
480170061416,4.0,,,
480170061418,5.0,4.0,,
480170061419,4.0,,2.0,
480170061420,,,2.0,
480170061422,3.4,,1.0,
480170061423,7.083333333333333,,2.6666666666666665,
480170061424,4.0,,2.4,
480170061425,3.5,,2.0,
480170061426,6.0,,2.0,
480170061427,5.0,,1.0,
480170061429,3.6666666666666665,,4.0,
480170061431,5.0,,2.0,
480170061432,,,1.5,
480170061433,,,2.0,
480170061434,8.0,,1.5,
480170061435,4.333333333333333,,2.25,4.0
480170061436,5.1,,2.142857142857143,
480170061437,4.0,,,
480170061439,6.0,,2.2,
480170061440,3.4,3.0,1.0,
480170061442,,,2.5,
480170061443,2.0,,,
480170061444,4.0,,2.0,
480170061445,3.6,,2.25,
480170061446,4.0,,,
480170061448,3.0,,,
480170061449,3.0,,,
480170061450,4.142857142857143,,2.1666666666666665,
480170061451,4.5,,2.0,
480170061452,,,2.8,
480170061453,6.0,,2.0,
480170061454,,,2.0,
480170061457,2.0,,,
480170061458,,,2.0,
480170061459,4.5,,2.0,
480170061460,,,2.5,
480170061461,,,2.0,
480170061463,4.75,,2.0,
480170061464,5.0,,4.0,
480170061465,4.0,,,
480170061466,6.0,4.0,,
480170061467,,,1.5,
480170061469,4.5,,2.2857142857142856,
480170061470,4.0,,,
480170061473,4.0,,2.0,
480170061474,4.0,,,
480170061476,4.363636363636363,,2.5,
480170061477,2.0,,2.0,
480170061478,3.3333333333333335,2.0,,
480170061479,4.0,,2.5,
480170061480,3.5,,,
480170061481,4.333333333333333,,1.0,
480170061482,3.0,,3.0,
480170061483,4.0,,,
480170061485,4.0,,3.3333333333333335,
480170061487,3.5,,1.5,
480170061488,3.3333333333333335,,2.0,
480170061489,3.3333333333333335,,2.0,
480170061490,3.5,,,
480170061491,3.6666666666666665,,,
480170061492,3.6,,2.0,
480170061493,5.333333333333333,,,
480170061496,3.6666666666666665,,4.0,
480170061497,5.333333333333333,,1.3333333333333333,
480170061498,4.0,,,
480170061499,,,2.0,
480170061500,,,2.0,
480170061501,2.0,,1.5,
480170061502,3.0,,2.0,
480170061503,11.0,,1.5,
480170061506,2.0,,,
480170061507,3.0,,,2.0
480170061508,3.2,5.0,,
480170061510,4.0,,2.5,
480170061511,3.5,,,
480170061512,6.0,,,
480170061514,3.25,,2.0,
480170061516,4.0,,,
480170061517,2.0,,,
480170061519,4.0,,,
480170061520,3.6666666666666665,,,
480170061521,4.666666666666667,2.0,2.0,2.0
480170061522,,,2.3333333333333335,
480170061523,8.0,,3.0,
480170061524,4.0,,,
480170061525,4.666666666666667,,,
480170061528,3.0,,,
480170061529,,,2.0,
480170061531,3.9285714285714284,,2.75,
480170061535,5.333333333333333,,,
480170061536,3.2,,2.0,
480170061537,3.6666666666666665,,1.0,
480170061539,,,2.0,
480170061540,,,2.0,
480170061541,5.0,,2.0,
480170061542,,,4.0,
480170061544,7.333333333333333,,2.25,
480170061545,4.0,,,
480170061546,4.5,,2.0,
480170061547,2.0,,1.75,
480170061548,4.5,,2.0,
480170061549,5.333333333333333,12.0,,
480170061551,5.0,,3.25,
480170061552,3.5,,2.0,
480170061553,2.0,,,
480170061554,6.0,,3.0,
480170061556,6.0,2.0,2.3333333333333335,
480170061557,4.0,,2.0,
480170061559,4.0,,1.0,
480170061560,3.5,,2.0,
480170061561,,,2.0,
480170061562,,,1.0,
480170061563,2.6,,1.5,
480170061564,4.0,,2.0,
480170061565,4.0,,1.0,
480170061567,2.0,,,
480170061568,6.0,2.0,2.0,
480170061569,,,1.0,
480170061570,4.0,,3.0,
480170061571,6.0,,,
480170061572,4.0,,,
480170061573,2.6666666666666665,,2.0,
480170061574,3.3333333333333335,,2.0,
480170061575,3.0,,2.5,
480170061576,,,2.0,
480170061578,6.5,,,
480170061579,4.0,,4.0,
480170061580,4.0,,3.0,
480170061581,3.5,,3.0,
480170061582,4.8,,2.5,
480170061583,4.0,,,
480170061585,3.8333333333333335,2.0,2.75,
480170061587,3.5,,,
480170061589,3.0,,2.0,
480170061590,,,1.0,
480170061593,4.0,,2.0,
480170061594,,2.0,1.6666666666666667,
480170061596,4.0,,2.0,
480170061597,2.0,2.0,,
480170061598,4.25,,1.5,
480170061599,5.0,,,
480170061600,4.0,,2.0,
480170061601,5.2,,,
480170061602,4.0,,,
480170061604,2.0,,2.0,
480170061605,,,2.0,
480170061606,4.25,,1.75,
480170061607,12.0,,,
480170061608,4.0,,2.0,
480170061609,4.0,,2.0,
480170061612,2.0,,2.0,
480170061613,3.25,3.0,1.8333333333333333,
480170061616,5.714285714285714,,2.6666666666666665,
480170061619,,,3.0,
480170061620,4.0,,2.0,
480170061622,4.0,,,
480170061623,5.333333333333333,,3.0,
480170061624,3.3333333333333335,,2.5,
480170061626,6.0,,,
480170061629,4.444444444444445,,2.0,
480170061630,2.5,,,
480170061632,4.0,9.0,2.75,
480170061634,2.5,,3.3333333333333335,
480170061637,2.0,,,
480170061638,,,2.0,
480170061639,3.5,,,
480170061640,,,1.5,
480170061641,3.3333333333333335,,2.3333333333333335,
480170061643,,,2.0,
480170061645,3.5,,2.0,
480170061646,5.0,,2.5,
480170061647,6.0,,2.0,
480170061649,3.8,,2.0,
480170061650,4.0,,,
480170061652,2.0,,,
480170061653,6.0,,,
480170061654,6.0,,,
480170061655,5.0,,2.0,
480170061656,10.0,,,
480170061659,4.4,,2.0,
480170061660,2.0,,,
480170061661,3.625,,1.6666666666666667,
480170061663,5.0,,2.0,
480170061664,5.0,,,
480170061665,3.0,,,
480170061667,4.2,,2.0,
480170061668,3.0,,2.0,
480170061669,3.6666666666666665,,1.8571428571428572,2.0
480170061670,6.0,,2.0,
480170061672,2.5,,2.0,
480170061673,3.0,,2.0,
480170061674,,,2.0,
480170061675,4.0,,,
480170061677,6.0,4.0,,
480170061681,4.0,,2.0,
480170061683,4.0,,,
480170061684,5.333333333333333,,2.0,3.0
480170061685,4.0,,,
480170061686,3.6666666666666665,,,
480170061688,6.0,,2.3333333333333335,
480170061689,,,3.0,
480170061691,4.333333333333333,,1.0,
480170061692,3.3333333333333335,,,
480170061693,3.5,,1.8,
480170061694,4.333333333333333,,,
480170061695,5.0,,16.0,
480170061696,2.0,,,
480170061697,2.0,,,
480170061698,5.0,,,
480170061699,4.6,,1.0,
480170061700,3.0,,3.0,
480170061701,7.0,,2.0,
480170061704,,,2.0,
480170061710,4.0,,,
480170061712,7.0,,,
480170061713,4.5,,,
480170061714,4.0,,2.0,
480170061715,3.0,,,
480170061716,2.6666666666666665,,,
480170061721,3.0,,,
480170061722,2.5,,2.0,
480170061724,,,2.0,
480170061732,4.25,,1.0,
480170061734,2.0,,,
480170061736,2.75,,,
480170061737,5.0,,2.0,2.0
480170061738,5.0,,2.5,2.0
480170061739,5.333333333333333,,2.0,
480170061742,2.5,,1.75,
480170061744,,,2.0,
480170061745,4.0,,,
480170061747,5.0,,,
480170061750,,,2.0,
480170061752,3.3333333333333335,,,
480170061754,4.0,,,
480170061755,3.0,,2.0,
480170061759,,,2.0,
480170061760,4.0,,,
480170061764,,,2.0,
480170061768,2.0,,4.0,
480170061769,3.5,,,
480170061770,5.0,,,
480170061771,2.0,,2.0,
480170061772,2.0,,,
480170061779,6.0,,,
480170061781,,,2.0,
480170061782,,,1.0,
480170061783,,,3.0,
480170061786,2.0,,,
480170061787,2.0,,,
480170061792,6.5,,2.0,
480170061793,3.5,,,
480170061794,3.5,,2.5,
480170061796,4.0,,,
480170061798,3.5,,,
480170061799,4.0,,,
480170061804,6.0,,2.0,
480170061805,3.0,,3.0,
480170061808,3.0,,1.6666666666666667,
480170061813,7.0,,,
480170061814,4.0,,2.0,
480170061816,4.0,,,
480170061817,4.0,,2.0,
480170061819,3.0,,,
480170061820,3.3333333333333335,,,
480170061822,2.0,,2.0,
480170061824,8.0,,2.0,
480170061826,4.0,,2.0,
480170061827,3.3333333333333335,,2.3333333333333335,
480170061831,5.0,,,
480170061832,4.333333333333333,,,
480170061834,3.4285714285714284,,2.0,
480170061838,,,1.0,
480170061840,4.0,,,
480170061844,2.0,,2.0,
480170061848,8.0,,3.0,
480170061850,5.5,,2.0,
480170061853,4.0,,,
480170061856,5.0,,,
480170061858,4.0,,,2.0
480170061862,7.0,,,
480170061863,4.0,,,
480170061866,4.0,,,
480170061867,3.0,,3.0,
480170061869,4.0,,,
480170061870,2.0,,3.0,
480170061873,3.0,,2.0,
480170061877,3.5,,4.0,
480170061878,7.5,,,
480170061879,3.0,,,
480170061880,3.6666666666666665,,2.0,
480170061881,8.0,,2.0,
480170061884,4.0,,2.0,
480170061885,4.0,,,
480170061886,4.25,,2.0,
480170061888,4.0,,,
480170061890,2.5,,,
480170061894,2.0,,1.0,
480170061895,,,2.0,
480170061896,6.0,,,
480170061897,9.0,,,
480170061898,5.0,,3.0,
480170061900,4.666666666666667,,2.0,
480170061901,2.0,,1.6666666666666667,
480170061902,4.0,,,
480170061904,,,2.0,
480170061905,4.0,,,
480170061906,5.5,,1.5,
480170061910,2.0,,,
480170061911,4.0,,1.6666666666666667,1.0
480170061912,2.8,,1.5,
480170061914,4.2,,,
480170061915,4.5,,3.0,
480170061921,5.0,,,
480170061922,2.25,,1.0,
480170061924,2.0,,2.0,1.0
480170061925,4.0,,,
480170061928,,,2.0,
480170061931,3.5,,2.0,
480170061932,3.5,,2.0,
480170061933,3.3333333333333335,,,
480170061936,2.0,,2.3333333333333335,
480170061937,3.6666666666666665,,2.0,
480170061938,,,1.5,
480170061944,,,2.0,
480170061945,4.0,,1.5,
480170061950,5.0,,,
480170061952,2.0,,,
480170061954,,,1.5,
480170061955,4.0,,1.0,
480170061956,4.0,,,
480170061957,1.0,,,
480170061958,4.666666666666667,,2.5714285714285716,
480170061959,4.0,,,
480170061961,3.0,,1.0,
480170061963,5.0,,,
480170061965,3.25,4.0,2.0,
480170061966,3.0,,,
480170061967,,,2.0,
480170061968,4.0,,,
480170061969,,,2.0,
480170061974,,,2.0,
480170061978,4.5,,3.0,
480170061979,2.6666666666666665,,1.7142857142857142,
480170061983,,,5.0,
480170061984,2.0,,,
480170061985,6.0,,,
480170061986,3.0,,1.6666666666666667,
480170061987,3.5,,,
480170061988,3.6666666666666665,,1.0,
480170061989,5.0,,,
480170061990,4.0,,,
480170061991,4.333333333333333,,,
480170061992,,,2.0,
480170061994,4.0,,1.6666666666666667,
480170061996,4.666666666666667,,1.0,
480170062004,4.5,,,
480170062006,3.0,,,
480170062007,8.0,,,
480170062008,4.5,,2.25,
480170062012,,,2.0,
480170062014,6.0,,,
480170062016,4.0,,,
480170062017,,,2.0,
480170062018,5.0,,,
480170062019,4.0,,,
480170062020,2.75,,2.0,
480170062021,,,5.0,
480170062024,,,2.0,
480170062025,2.6666666666666665,,,
480170062026,5.0,,2.0,
480170062027,,,1.0,
480170062032,3.3333333333333335,,,
480170062035,3.6666666666666665,,2.1666666666666665,
480170062036,2.6666666666666665,,,
480170062040,2.5,,,
480170062041,3.6666666666666665,,,
480170062048,,,,2.0
480170062049,,,1.5,
480170062050,5.5,,2.0,
480170062052,,,4.0,
480170062054,2.0,,2.0,
480170062055,3.6666666666666665,,,
480170062057,,,2.0,
480170062058,2.0,,,
480170062059,4.0,,,
480170062062,3.0,,,
480170062066,,,2.5,
480170062069,4.0,,,
480170062072,4.0,,,
480170062079,5.0,,,
480170062081,3.0,,,
480170062085,4.0,,,
480170062087,3.0,,,
480170062089,3.0,,,
480170062090,10.75,,,
480170062091,4.0,,,
480170062093,6.666666666666667,,,
480170062094,10.0,,2.0,
480170062096,16.0,,,
480170062097,4.1,,,
480170062098,4.0,,,
480170062099,5.0,,,
480170062103,3.0,,,
480170062105,3.0,,,
480170062106,4.0,,,
480170062108,2.0,,,
480170062109,6.0,,,
480170062110,,,4.0,
480170062111,7.0,,,
480170062119,4.0,,,
480170062120,10.0,,1.0,
480170062121,3.5,,,
480170062122,3.0,2.0,,
480170062124,2.0,,,
480170062125,6.0,,,
480170062126,5.666666666666667,,2.0,
480170062127,3.4285714285714284,,1.8,
480170062131,4.333333333333333,,,
480170062133,4.0,,,
480170062135,5.0,,,
480170062137,,,2.0,
480170062140,6.5,,,
480170062142,8.0,,,
480170062143,6.0,,,
480170062147,,,2.0,
480170062149,10.0,,,
480170062150,2.0,,1.5,
480170062154,4.166666666666667,,,
480170062155,,,2.5,
480170062157,,,2.0,
480170062158,2.0,,,
480170062159,3.0,,2.0,
480170062160,,,2.0,
480170062161,6.0,,3.0,
480170062162,,,5.0,
480170062163,4.0,,,
480170062164,3.3333333333333335,,,
480170062167,3.5,,,
480170062169,6.0,,2.0,
480170062177,4.305084745762712,,12.25,
480170062181,4.0,,,
480170062186,6.0,,,
