CODREG,REGIONE,CODPRO,PROVINCIA,CODCOM,COMUNE,PROCOM,SEZ2011,NSEZ,ACE,CODLOC,CODASC,P1,A46,A47,PF1,E3,E27
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061157","61157","12","10002","1","190","41","55","115","30","105"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061158","61158","25","10002","2","85","1","37","39","4","46"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061159","61159","25","10002","2","165","15","62","83","5","81"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061160","61160","12","10002","1","113","23","22","57","14","78"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061161","61161","25","10002","2","320","23","122","165","6","179"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061162","61162","0","10003","4","96","1","32","33","2","33"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061163","61163","43","10002","4","74","3","29","32","4","32"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061164","61164","0","10003","4","220","9","72","84","45","86"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061165","61165","14","10002","1","175","39","25","75","19","95"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061166","61166","42","10002","4","172","5","66","76","26","83"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061167","61167","42","10002","4","218","7","87","98","13","97"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061168","61168","43","10002","4","34","0","13","13","1","14"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061169","61169","25","10002","2","275","18","96","128","39","124"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061170","61170","14","10002","1","128","17","43","66","8","99"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061171","61171","0","40005","4","11","0","7","8","6","9"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061172","61172","25","10002","2","229","10","83","107","16","95"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061173","61173","25","10002","2","149","4","58","72","38","75"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061174","61174","42","10002","4","589","51","215","275","8","277"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061175","61175","43","10002","4","33","0","14","14","1","14"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061176","61176","21","10002","2","127","8","45","58","13","64"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061177","61177","14","10002","1","256","50","75","135","32","333"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061178","61178","43","10002","4","98","1","41","49","8","55"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061179","61179","21","10002","2","306","9","107","139","20","154"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061180","61180","21","10002","2","271","12","95","125","23","143"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061181","61181","43","10002","4","49","0","18","19","6","19"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061182","61182","43","10002","4","74","19","15","41","4","40"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061183","61183","25","10002","2","134","35","26","63","6","68"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061184","61184","11","10002","1","0","0","0","0","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061185","61185","43","10002","4","205","15","76","98","7","96"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061186","61186","12","10002","1","112","17","24","50","17","101"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061187","61187","43","10002","4","53","2","22","25","1","24"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061188","61188","43","10002","4","0","0","0","0","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061189","61189","43","10002","4","29","0","13","15","1","14"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061190","61190","43","10002","4","12","1","5","6","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061191","61191","43","10002","4","30","2","10","14","2","15"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061193","61193","21","10002","2","8","3","2","5","1","7"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061194","61194","14","10002","1","134","35","8","49","6","55"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061195","61195","43","10002","4","40","2","14","17","1","16"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061196","61196","42","10002","4","90","1","5","8","7","10"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061197","61197","25","10002","2","162","9","64","77","4","79"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061198","61198","43","10002","4","46","3","19","25","4","51"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061199","61199","0","40005","4","15","0","4","6","4","11"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061200","61200","43","10002","4","40","1","15","17","2","37"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061201","61201","12","10002","1","110","17","40","62","19","79"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061202","61202","43","10002","4","37","0","18","18","2","20"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061203","61203","43","10002","4","100","6","44","53","2","51"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061204","61204","43","10002","4","20","1","9","11","1","11"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061206","61206","25","10002","2","181","17","66","89","12","97"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061207","61207","0","10003","4","88","1","26","28","2","28"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061208","61208","22","10002","2","404","35","155","210","24","229"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061209","61209","43","10002","4","33","3","15","18","1","6"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061210","61210","43","10002","4","1015","289","125","429","23","417"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061211","61211","25","10002","2","151","12","50","72","30","80"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061212","61212","43","10002","4","24","0","10","13","1","10"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061213","61213","21","10002","2","92","4","36","46","18","61"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061214","61214","12","10002","1","1","0","0","1","2","6"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061216","61216","22","10002","2","61","1","24","29","12","29"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061217","61217","21","10002","2","281","18","103","143","19","156"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061218","61218","0","10003","4","63","0","20","20","1","20"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061219","61219","43","10002","4","31","1","12","15","1","16"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061221","61221","12","10002","1","319","40","114","172","38","147"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061222","61222","12","10002","1","71","20","23","45","18","63"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061223","61223","21","10002","2","162","24","54","80","16","93"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061224","61224","25","10002","2","171","17","57","82","10","75"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061226","61226","14","10002","1","359","61","75","164","41","311"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061227","61227","0","40005","4","6","0","1","3","2","3"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061228","61228","43","10002","4","27","2","10","14","1","13"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061229","61229","43","10002","4","36","0","14","15","2","15"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061230","61230","0","10003","4","76","2","25","29","11","64"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061231","61231","25","10002","2","401","93","102","202","15","222"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061232","61232","14","10002","1","56","11","27","42","14","81"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061233","61233","42","10002","4","3","1","1","2","2","3"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061234","61234","42","10002","4","262","23","88","111","4","110"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061235","61235","12","10002","1","10","0","0","2","2","3"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061236","61236","0","10003","4","289","3","97","107","14","106"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061237","61237","25","10002","2","170","24","57","84","7","86"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061238","61238","25","10002","2","323","21","101","145","34","155"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061239","61239","25","10002","2","901","280","117","406","18","425"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061240","61240","0","10003","4","101","3","36","39","18","43"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061241","61241","0","10003","4","77","2","30","33","2","33"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061242","61242","43","10002","4","461","114","84","212","12","211"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061243","61243","42","10002","4","377","15","130","158","39","170"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061244","61244","12","10002","1","226","36","86","132","26","120"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061245","61245","25","10002","2","323","39","98","155","19","152"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061246","61246","43","10002","4","70","0","34","38","6","39"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061247","61247","21","10002","2","45","5","16","28","13","47"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061248","61248","25","10002","2","20","1","6","8","3","11"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061249","61249","0","40003","2","19","2","5","7","6","7"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061250","61250","0","10003","4","60","0","20","20","1","20"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061251","61251","21","10002","2","382","13","156","188","22","176"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061252","61252","12","10002","1","206","44","47","98","29","152"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061253","61253","42","10002","4","46","10","11","22","1","22"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061254","61254","43","10002","4","92","6","36","47","3","50"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061256","61256","22","10002","2","202","18","68","96","38","101"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061257","61257","14","10002","1","10","3","0","3","4","5"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061258","61258","42","10002","4","659","158","152","317","7","315"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061259","61259","0","40003","2","54","0","19","22","17","27"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061260","61260","11","10002","1","0","0","0","0","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061261","61261","12","10002","1","6","1","0","3","3","7"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061262","61262","21","10002","2","231","44","63","115","19","118"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061263","61263","11","10002","1","244","33","78","125","21","137"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061264","61264","42","10002","4","24","2","8","10","1","10"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061265","61265","43","10002","4","178","9","77","87","8","86"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061266","61266","25","10002","2","716","59","259","345","32","352"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061267","61267","11","10002","1","0","0","0","0","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061268","61268","12","10002","1","47","6","13","23","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061269","61269","42","10002","4","17","2","8","10","1","10"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061270","61270","0","40005","4","28","2","10","13","15","25"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061271","61271","12","10002","1","14","2","3","9","2","9"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061272","61272","0","10003","4","90","3","29","32","1","31"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061273","61273","22","10002","2","295","14","107","134","39","138"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061274","61274","43","10002","4","87","3","36","45","3","43"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061275","61275","12","10002","1","0","0","0","0","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061276","61276","12","10002","1","216","54","59","124","29","171"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061277","61277","25","10002","2","149","3","66","73","6","62"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061278","61278","21","10002","2","94","5","40","49","13","55"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061279","61279","12","10002","1","22","2","6","8","4","30"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061280","61280","14","10002","1","63","16","15","31","6","34"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061281","61281","43","10002","4","279","6","114","132","9","136"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061282","61282","22","10002","2","121","30","32","63","2","84"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061283","61283","12","10002","1","62","5","19","28","8","63"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061284","61284","43","10002","4","23","2","7","11","1","12"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061285","61285","21","10002","2","4","1","0","3","2","3"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061286","61286","12","10002","1","202","24","63","106","23","161"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061287","61287","22","10002","2","220","18","76","102","10","88"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061288","61288","12","10002","1","89","11","44","58","13","115"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061290","61290","43","10002","4","1233","41","491","577","13","552"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061291","61291","22","10002","2","105","2","47","56","5","55"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061292","61292","43","10002","4","143","6","74","82","1","83"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061293","61293","22","10002","2","96","3","34","42","4","40"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061294","61294","12","10002","1","14","4","1","5","1","4"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061295","61295","43","10002","4","389","13","149","173","5","182"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061296","61296","14","10002","1","54","7","21","31","10","53"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061297","61297","42","10002","4","525","10","212","240","11","264"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061298","61298","21","10002","2","185","15","72","91","12","97"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061299","61299","12","10002","1","27","2","12","16","4","27"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061300","61300","21","10002","2","256","12","93","115","12","110"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061301","61301","14","10002","1","302","25","107","147","23","164"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061302","61302","0","10003","4","158","6","54","68","37","76"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061303","61303","12","10002","1","78","17","24","45","14","60"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061304","61304","0","40005","4","2","0","1","1","1","1"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061305","61305","12","10002","1","129","24","33","72","14","103"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061306","61306","0","10003","4","15","0","5","6","5","7"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061307","61307","0","10003","4","27","0","11","11","3","12"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061308","61308","22","10002","2","90","3","38","43","4","35"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061309","61309","12","10002","1","36","8","8","22","6","41"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061311","61311","22","10002","2","62","3","23","31","4","29"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061312","61312","43","10002","4","587","52","205","272","11","264"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061314","61314","25","10002","2","104","9","35","50","5","49"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061315","61315","11","10002","1","259","34","96","136","31","158"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061316","61316","0","40005","4","170","9","59","71","34","119"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061317","61317","12","10002","1","410","40","135","248","40","268"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061318","61318","21","10002","2","182","18","58","98","16","114"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061319","61319","11","10002","1","7","4","0","4","1","3"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061320","61320","22","10002","2","54","1","17","20","2","21"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061321","61321","12","10002","1","218","22","73","115","21","113"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061323","61323","0","10003","4","175","7","52","66","28","72"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061324","61324","43","10002","4","113","7","40","50","4","48"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061325","61325","12","10002","1","38","5","13","22","7","42"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061326","61326","14","10002","1","168","19","52","83","18","121"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061327","61327","25","10002","2","41","0","9","16","8","19"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061328","61328","12","10002","1","86","1","23","40","10","50"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061329","61329","0","10003","4","14","2","2","4","2","6"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061330","61330","0","40005","4","17","0","6","6","3","7"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061331","61331","22","10002","2","403","18","158","208","12","243"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061333","61333","11","10002","1","476","37","225","279","9","298"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061334","61334","22","10002","2","82","1","31","33","5","25"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061335","61335","21","10002","2","146","18","52","80","19","70"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061336","61336","11","10002","1","507","86","167","270","43","323"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061337","61337","12","10002","1","117","13","41","56","4","75"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061338","61338","12","10002","1","77","12","27","42","8","63"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061339","61339","22","10002","2","94","2","42","45","6","60"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061340","61340","21","10002","2","634","46","239","318","47","315"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061341","61341","12","10002","1","70","1","26","30","7","66"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061342","61342","25","10002","2","153","6","58","69","7","69"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061343","61343","12","10002","1","193","23","74","107","2","121"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061344","61344","0","40003","2","16","0","2","3","4","6"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061345","61345","12","10002","1","179","21","65","98","12","153"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061346","61346","12","10002","1","59","3","26","33","6","54"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061347","61347","11","10002","1","162","18","54","77","23","81"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061348","61348","14","10002","1","154","21","62","88","22","101"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061349","61349","11","10002","1","189","31","54","95","13","89"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061350","61350","21","10002","2","448","32","149","201","29","203"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061351","61351","22","10002","2","77","2","40","47","5","43"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061352","61352","22","10002","2","138","9","46","57","4","61"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061353","61353","21","10002","2","124","12","50","68","16","65"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061354","61354","42","10002","4","867","90","273","386","12","391"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061355","61355","21","10002","2","0","0","0","0","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061356","61356","22","10002","2","153","9","60","75","14","89"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061357","61357","0","10003","4","239","0","89","89","6","92"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061358","61358","21","10002","2","120","22","37","66","11","138"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061359","61359","11","10002","1","78","6","33","46","5","42"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061360","61360","25","10002","2","312","9","127","142","15","131"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061361","61361","12","10002","1","3","1","0","1","1","2"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061362","61362","22","10002","2","88","5","22","35","8","28"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061363","61363","25","10002","2","47","0","17","20","9","22"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061364","61364","25","10002","2","262","12","103","128","22","121"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061365","61365","11","10002","1","0","0","0","0","2","64"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061366","61366","14","10002","1","102","11","43","59","11","79"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061367","61367","0","10003","4","146","1","57","59","8","59"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061368","61368","11","10002","1","161","20","53","80","13","71"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061369","61369","11","10002","1","78","7","27","38","11","56"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061370","61370","21","10002","2","326","31","128","172","27","153"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061371","61371","22","10002","2","102","16","27","60","9","66"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061372","61372","42","10002","4","1061","148","279","444","13","435"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061373","61373","0","10003","4","261","4","82","92","24","97"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061374","61374","12","10002","1","60","6","22","29","6","30"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061375","61375","21","10002","2","194","11","76","95","16","74"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061376","61376","0","40005","4","24","2","9","12","8","14"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061377","61377","11","10002","1","263","27","84","119","23","166"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061378","61378","21","10002","2","252","22","87","125","24","125"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061379","61379","11","10002","1","114","13","41","62","29","55"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061380","61380","14","10002","1","62","12","21","35","3","33"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061381","61381","22","10002","2","192","8","84","96","13","88"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061382","61382","0","10003","4","91","6","30","37","19","36"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061383","61383","22","10002","2","684","75","220","332","35","326"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061384","61384","21","10002","2","326","35","119","172","31","208"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061385","61385","22","10002","2","35","2","10","19","15","21"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061386","61386","22","10002","2","110","12","45","60","14","70"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061388","61388","21","10002","2","36","0","14","17","2","25"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061389","61389","11","10002","1","130","10","50","64","20","70"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061390","61390","12","10002","1","178","11","61","86","11","120"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061391","61391","25","10002","2","54","3","19","30","15","29"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061393","61393","12","10002","1","86","16","23","43","7","57"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061394","61394","11","10002","1","95","5","39","47","14","61"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061395","61395","14","10002","1","0","0","0","0","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061396","61396","22","10002","2","5","2","0","2","1","1"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061397","61397","22","10002","2","0","0","0","0","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061398","61398","11","10002","1","0","0","0","0","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061399","61399","25","10002","2","77","6","22","34","16","31"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061400","61400","12","10002","1","206","13","82","109","32","126"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061401","61401","22","10002","2","363","27","131","181","30","179"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061402","61402","25","10002","2","236","12","91","113","32","105"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061403","61403","21","10002","2","187","22","56","88","14","123"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061404","61404","11","10002","1","255","49","53","115","30","118"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061405","61405","22","10002","2","212","13","76","106","14","106"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061406","61406","22","10002","2","105","12","38","56","14","37"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061407","61407","22","10002","2","68","6","21","31","14","56"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061408","61408","12","10002","1","132","9","45","63","10","79"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061409","61409","0","10003","4","25","0","7","9","7","23"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061410","61410","52","10002","5","0","0","0","0","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061411","61411","42","10002","4","1998","192","628","850","31","860"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061412","61412","22","10002","2","501","40","169","231","20","207"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061413","61413","11","10002","1","167","11","56","75","17","48"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061414","61414","12","10002","1","95","5","33","44","7","59"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061415","61415","21","10002","2","182","41","38","86","18","136"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061416","61416","11","10002","1","77","3","29","32","33","39"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061417","61417","22","10002","2","58","2","26","28","4","26"
