SEZ2011,Entire home/apt,Hotel room,Private room,Shared room
480170061396,1.3333333333333333,,8.0,
480170061397,1.0,,8.0,
480170061399,10.0,,,
480170061400,35.6,5.5,0.9166666666666666,
480170061401,2.0,,2.0,
480170061402,1.5,,,
480170061403,1.0,,1.0,
480170061404,2.2,,3.0,
480170061406,,,6.0,
480170061408,6.6,,0.6666666666666666,
480170061410,2.0,,3.5,
480170061411,1.0,,,
480170061412,1.0,,2.0,
480170061414,4.0,6.0,0.5,
480170061415,2.0,,5.25,
480170061416,0.0,,,
480170061418,1.5,8.0,,
480170061419,7.5,,1.0,
480170061420,,,1.0,
480170061422,6.0,,12.0,
480170061423,13.25,,6.333333333333333,
480170061424,27.545454545454547,,3.6,
480170061425,2.25,,0.0,
480170061426,1.0,,28.0,
480170061427,1.0,,2.0,
480170061429,1.0,,1.0,
480170061431,3.5,,3.0,
480170061432,,,15.5,
480170061433,,,4.0,
480170061434,24.0,,10.0,
480170061435,9.333333333333334,,1.5,3.0
480170061436,22.6,,4.714285714285714,
480170061437,1.0,,,
480170061439,2.0,,3.2,
480170061440,3.6,6.0,3.0,
480170061442,,,1.5,
480170061443,12.0,,,
480170061444,19.0,,1.0,
480170061445,8.4,,13.75,
480170061446,1.0,,,
480170061448,4.0,,,
480170061449,10.0,,,
480170061450,12.714285714285714,,2.8333333333333335,
480170061451,5.0,,5.0,
480170061452,,,2.2,
480170061453,1.0,,3.0,
480170061454,,,6.0,
480170061457,1.0,,,
480170061458,,,1.0,
480170061459,64.5,,2.6,
480170061460,,,9.0,
480170061461,,,6.0,
480170061463,4.75,,1.0,
480170061464,278.0,,0.0,
480170061465,1.0,,,
480170061466,1.0,6.0,,
480170061467,,,3.5,
480170061469,145.66666666666666,,1.2857142857142858,
480170061470,2.0,,,
480170061473,0.0,,3.0,
480170061474,2.0,,,
480170061476,3.090909090909091,,1.0,
480170061477,2.0,,1.0,
480170061478,0.6666666666666666,3.0,,
480170061479,6.333333333333333,,6.666666666666667,
480170061480,1.0,,,
480170061481,0.6666666666666666,,1.0,
480170061482,3.0,,1.0,
480170061483,2.0,,,
480170061485,1.0,,7.666666666666667,
480170061487,2.0,,2.5,
480170061488,5.0,,1.0,
480170061489,65.66666666666667,,9.0,
480170061490,1.0,,,
480170061491,2.6666666666666665,,,
480170061492,4.4,,2.0,
480170061493,4.666666666666667,,,
480170061496,17.666666666666668,,6.0,
480170061497,2.0,,1.0,
480170061498,95.0,,,
480170061499,,,2.0,
480170061500,,,6.0,
480170061501,1.0,,1.5,
480170061502,1.0,,3.0,
480170061503,10.0,,8.5,
480170061506,2.0,,,
480170061507,1.5,,,1.0
480170061508,2.0,8.0,,
480170061510,1.0,,1.75,
480170061511,0.5,,,
480170061512,3.0,,,
480170061514,10.0,,2.0,
480170061516,1.0,,,
480170061517,2.0,,,
480170061519,2.0,,,
480170061520,0.6666666666666666,,,
480170061521,1.0,5.0,0.0,1.0
480170061522,,,2.0,
480170061523,1.0,,7.666666666666667,
480170061524,0.0,,,
480170061525,5.0,,,
480170061528,8.0,,,
480170061529,,,2.25,
480170061531,17.428571428571427,,2.0,
480170061535,2.3333333333333335,,,
480170061536,3.8,,6.0,
480170061537,93.33333333333333,,6.0,
480170061539,,,10.0,
480170061540,,,7.0,
480170061541,5.5,,1.0,
480170061542,,,17.0,
480170061544,14.0,,1.75,
480170061545,2.0,,,
480170061546,3.0,,4.0,
480170061547,3.0,,2.75,
480170061548,1.5,,2.0,
480170061549,1.0,6.0,,
480170061551,1.0,,8.0,
480170061552,13.0,,4.0,
480170061553,1.0,,,
480170061554,1.0,,3.0,
480170061556,1.0,17.0,7.666666666666667,
480170061557,243.0,,1.5,
480170061559,122.0,,6.0,
480170061560,3.5,,1.0,
480170061561,,,1.0,
480170061562,,,1.0,
480170061563,58.8,,3.0,
480170061564,1.0,,0.0,
480170061565,1.0,,0.0,
480170061567,1.0,,,
480170061568,1.0,5.0,0.0,
480170061569,,,6.0,
480170061570,0.5,,17.0,
480170061571,3.0,,,
480170061572,2.0,,,
480170061573,10.0,,3.0,
480170061574,7.666666666666667,,2.0,
480170061575,2.0,,4.0,
480170061576,,,0.0,
480170061578,1.5,,,
480170061579,0.0,,0.3333333333333333,
480170061580,1.0,,1.0,
480170061581,1.0,,1.0,
480170061582,0.8,,4.0,
480170061583,243.0,,,
480170061585,3.0,17.0,9.75,
480170061587,2.5,,,
480170061589,6.0,,1.0,
480170061590,,,1.0,
480170061593,76.25,,1.0,
480170061594,,3.0,1.3333333333333333,
480170061596,1.0,,0.5,
480170061597,6.0,4.0,,
480170061598,36.25,,2.5,
480170061599,1.0,,,
480170061600,2.5,,4.0,
480170061601,5.2,,,
480170061602,0.0,,,
480170061604,1.0,,1.0,
480170061605,,,2.0,
480170061606,8.75,,3.5,
480170061607,3.5,,,
480170061608,1.0,,1.0,
480170061609,8.0,,4.0,
480170061612,3.0,,3.0,
480170061613,2.0,4.0,2.1666666666666665,
480170061616,140.71428571428572,,5.666666666666667,
480170061619,,,2.0,
480170061620,0.0,,2.0,
480170061622,4.0,,,
480170061623,6.666666666666667,,1.0,
480170061624,1.3333333333333333,,1.5,
480170061626,243.0,,,
480170061629,31.666666666666668,,1.0,
480170061630,1.5,,,
480170061632,1.0,4.0,1.25,
480170061634,1.0,,3.0,
480170061637,1.0,,,
480170061638,,,5.0,
480170061639,1.5,,,
480170061640,,,2.0,
480170061641,0.3333333333333333,,3.6666666666666665,
480170061643,,,2.0,
480170061645,1.0,,1.6666666666666667,
480170061646,11.6,,2.5,
480170061647,1.0,,1.5,
480170061649,59.4,,1.0,
480170061650,0.0,,,
480170061652,1.0,,,
480170061653,1.0,,,
480170061654,4.0,,,
480170061655,4.0,,2.0,
480170061656,1.0,,,
480170061659,1.0,,0.0,
480170061660,1.0,,,
480170061661,31.75,,1.6666666666666667,
480170061663,14.5,,0.0,
480170061664,5.5,,,
480170061665,1.5,,,
480170061667,1.8,,1.0,
480170061668,1.0,,1.0,
480170061669,2.0,,1.7142857142857142,1.0
480170061670,1.0,,1.25,
480170061672,0.5,,1.1666666666666667,
480170061673,1.0,,2.5,
480170061674,,,4.0,
480170061675,4.0,,,
480170061677,2.0,4.0,,
480170061681,1.0,,4.0,
480170061683,0.0,,,
480170061684,14.166666666666666,,1.0,1.0
480170061685,1.0,,,
480170061686,3.6666666666666665,,,
480170061688,0.0,,1.3333333333333333,
480170061689,,,4.0,
480170061691,1.6666666666666667,,1.0,
480170061692,2.6666666666666665,,,
480170061693,3.5,,1.6,
480170061694,0.6666666666666666,,,
480170061695,1.0,,1.0,
480170061696,1.0,,,
480170061697,3.0,,,
480170061698,1.0,,,
480170061699,4.4,,2.0,
480170061700,1.0,,2.0,
480170061701,6.5,,1.0,
480170061704,,,2.5,
480170061710,2.0,,,
480170061712,4.0,,,
480170061713,1.0,,,
480170061714,1.0,,1.3333333333333333,
480170061715,1.0,,,
480170061716,27.333333333333332,,,
480170061721,2.0,,,
480170061722,1.0,,0.75,
480170061724,,,0.0,
480170061732,1.0,,2.0,
480170061734,2.0,,,
480170061736,377.5,,,
480170061737,2.5,,1.0,4.0
480170061738,2.0,,0.5,4.0
480170061739,21.333333333333332,,2.5,
480170061742,4.75,,2.0,
480170061744,,,2.0,
480170061745,1.0,,,
480170061747,2.0,,,
480170061750,,,2.0,
480170061752,5.0,,,
480170061754,0.0,,,
480170061755,1.0,,0.5,
480170061759,,,4.0,
480170061760,1.0,,,
480170061764,,,2.0,
480170061768,1.0,,3.0,
480170061769,4.0,,,
480170061770,1.0,,,
480170061771,0.0,,1.0,
480170061772,0.0,,,
480170061779,1.0,,,
480170061781,,,1.0,
480170061782,,,2.0,
480170061783,,,2.0,
480170061786,1.0,,,
480170061787,1.0,,,
480170061792,28.0,,1.6666666666666667,
480170061793,1.0,,,
480170061794,5.0,,3.5,
480170061796,1.0,,,
480170061798,4.0,,,
480170061799,3.0,,,
480170061804,1.0,,1.0,
480170061805,1.5,,0.0,
480170061808,1.0,,0.0,
480170061813,55.0,,,
480170061814,1.0,,3.0,
480170061816,2.0,,,
480170061817,3.6,,1.0,
480170061819,1.0,,,
480170061820,7.0,,,
480170061822,1.0,,3.0,
480170061824,2.0,,2.0,
480170061826,1.0,,2.0,
480170061827,1.0,,1.3333333333333333,
480170061831,4.0,,,
480170061832,47.833333333333336,,,
480170061834,0.7142857142857143,,2.0,
480170061838,,,3.0,
480170061840,5.0,,,
480170061844,0.5,,3.0,
480170061848,4.0,,4.0,
480170061850,0.5,,1.0,
480170061853,0.0,,,
480170061856,1.0,,,
480170061858,1.0,,,2.0
480170061862,122.0,,,
480170061863,16.0,,,
480170061866,2.0,,,
480170061867,1.0,,4.0,
480170061869,1.5,,,
480170061870,1.0,,1.0,
480170061873,1.0,,1.0,
480170061877,1.5,,0.0,
480170061878,1.5,,,
480170061879,2.0,,,
480170061880,3.4,,3.25,
480170061881,4.0,,1.0,
480170061884,1.0,,2.0,
480170061885,264.5,,,
480170061886,2.375,,2.2,
480170061888,1.0,,,
480170061890,1.0,,,
480170061894,2.0,,1.0,
480170061895,,,1.0,
480170061896,1.0,,,
480170061897,1.0,,,
480170061898,2.0,,1.0,
480170061900,0.6666666666666666,,2.6666666666666665,
480170061901,2.0,,3.3333333333333335,
480170061902,1.0,,,
480170061904,,,1.0,
480170061905,1.0,,,
480170061906,1.0,,1.0,
480170061910,2.0,,,
480170061911,3.0,,1.6666666666666667,7.0
480170061912,1.2,,2.0,
480170061914,1.0,,,
480170061915,1.5,,2.0,
480170061921,0.5,,,
480170061922,1.25,,0.0,
480170061924,1.5,,7.0,7.0
480170061925,0.0,,,
480170061928,,,0.0,
480170061931,0.5,,3.0,
480170061932,9.5,,3.0,
480170061933,1.3333333333333333,,,
480170061936,5.0,,3.6666666666666665,
480170061937,2.6666666666666665,,8.0,
480170061938,,,2.0,
480170061944,,,1.0,
480170061945,2.0,,1.5,
480170061950,0.0,,,
480170061952,2.0,,,
480170061954,,,4.5,
480170061955,0.0,,1.0,
480170061956,278.0,,,
480170061957,2.0,,,
480170061958,3.5,,3.857142857142857,
480170061959,1.0,,,
480170061961,0.0,,0.0,
480170061963,1.5,,,
480170061965,1.25,1.0,1.0,
480170061966,3.0,,,
480170061967,,,2.0,
480170061968,1.5,,,
480170061969,,,1.0,
480170061974,,,2.0,
480170061978,0.5,,2.0,
480170061979,1.6666666666666667,,4.857142857142857,
480170061983,,,1.0,
480170061984,1.0,,,
480170061985,2.5,,,
480170061986,1.0,,4.0,
480170061987,1.5,,,
480170061988,1.6666666666666667,,1.0,
480170061989,1.0,,,
480170061990,1.0,,,
480170061991,1.0,,,
480170061992,,,1.0,
480170061994,313.8,,2.3333333333333335,
480170061996,1.6666666666666667,,1.0,
480170062004,1.0,,,
480170062006,1.0,,,
480170062007,3.0,,,
480170062008,2.5,,3.0,
480170062012,,,2.6666666666666665,
480170062014,1.0,,,
480170062016,1.0,,,
480170062017,,,0.0,
480170062018,1.0,,,
480170062019,1.0,,,
480170062020,1.75,,1.0,
480170062021,,,4.0,
480170062024,,,4.0,
480170062025,0.6666666666666666,,,
480170062026,1.0,,2.0,
480170062027,,,1.0,
480170062032,1.3333333333333333,,,
480170062035,1.5,,1.5,
480170062036,1.0,,,
480170062040,0.0,,,
480170062041,1.6666666666666667,,,
480170062048,,,,2.0
480170062049,,,1.0,
480170062050,2.0,,2.0,
480170062052,,,4.0,
480170062054,2.0,,1.0,
480170062055,1.3333333333333333,,,
480170062057,,,1.0,
480170062058,1.0,,,
480170062059,1.0,,,
480170062062,3.0,,,
480170062066,,,2.0,
480170062069,2.0,,,
480170062072,1.0,,,
480170062079,5.333333333333333,,,
480170062081,1.0,,,
480170062085,0.0,,,
480170062087,2.0,,,
480170062089,1.0,,,
480170062090,62.25,,,
480170062091,1.0,,,
480170062093,3.0,,,
480170062094,4.0,,4.0,
480170062096,9.0,,,
480170062097,1.2,,,
480170062098,1.0,,,
480170062099,1.0,,,
480170062103,1.0,,,
480170062105,1.0,,,
480170062106,1.0,,,
480170062108,1.0,,,
480170062109,1.0,,,
480170062110,,,1.0,
480170062111,3.0,,,
480170062119,1.0,,,
480170062120,17.0,,1.0,
480170062121,2.0,,,
480170062122,3.0,2.0,,
480170062124,28.0,,,
480170062125,1.5,,,
480170062126,1.3333333333333333,,1.0,
480170062127,3.4285714285714284,,1.4,
480170062131,2.3333333333333335,,,
480170062133,2.0,,,
480170062135,1.0,,,
480170062137,,,1.0,
480170062140,2.0,,,
480170062142,0.0,,,
480170062143,4.0,,,
480170062147,,,2.0,
480170062149,2.0,,,
480170062150,8.0,,2.0,
480170062154,2.8333333333333335,,,
480170062155,,,2.0,
480170062157,,,1.0,
480170062158,2.0,,,
480170062159,7.0,,1.0,
480170062160,,,1.0,
480170062161,1.0,,1.0,
480170062162,,,3.0,
480170062163,1.0,,,
480170062164,1.3333333333333333,,,
480170062167,1.0,,,
480170062169,1.0,,1.0,
480170062177,28.8135593220339,,12.5,
480170062181,0.0,,,
480170062186,1.0,,,
