SEZ2011,AGG_COUNT,price,bedrooms,accommodates,E27,calculated_host_listings_count,PF1
"480170060139","1",350.000000000000000,1.000000000000000,2.000000000000000,132.000000000000000,4.000000000000000,140.000000000000000
"480170060140","11",73.181818181818187,1.181818181818182,3.090909090909091,163.000000000000000,2.818181818181818,178.000000000000000
"480170060142","10",102.799999999999997,1.300000000000000,3.300000000000000,75.000000000000000,2.600000000000000,56.000000000000000
"480170060144","1",50.000000000000000,1.000000000000000,2.000000000000000,46.000000000000000,4.000000000000000,38.000000000000000
"480170060150","2",50.000000000000000,1.500000000000000,4.000000000000000,93.000000000000000,1.000000000000000,89.000000000000000
"480170060151","1",35.000000000000000,1.000000000000000,2.000000000000000,59.000000000000000,2.000000000000000,61.000000000000000
"480170060152","23",86.304347826086953,1.636363636363636,3.956521739130435,188.000000000000000,5.826086956521739,193.000000000000000
"480170060153","3",104.333333333333329,1.666666666666667,3.333333333333333,40.000000000000000,42.666666666666664,33.000000000000000
"480170060154","5",114.599999999999994,1.000000000000000,2.800000000000000,52.000000000000000,58.000000000000000,52.000000000000000
"480170060156","1",65.000000000000000,1.000000000000000,3.000000000000000,17.000000000000000,2.000000000000000,13.000000000000000
"480170060157","2",93.000000000000000,1.500000000000000,3.000000000000000,69.000000000000000,2.000000000000000,61.000000000000000
"480170060161","3",243.333333333333343,1.666666666666667,4.666666666666667,98.000000000000000,13.000000000000000,94.000000000000000
"480170060162","7",684.571428571428555,3.714285714285714,6.571428571428571,445.000000000000000,26.857142857142858,433.000000000000000
"480170060163","4",131.000000000000000,2.000000000000000,4.250000000000000,34.000000000000000,2.000000000000000,25.000000000000000
"480170060164","1",129.000000000000000,1.000000000000000,4.000000000000000,113.000000000000000,2.000000000000000,109.000000000000000
"480170060165","8",194.750000000000000,1.375000000000000,3.500000000000000,87.000000000000000,7.375000000000000,66.000000000000000
"480170060166","1",200.000000000000000,2.000000000000000,2.000000000000000,79.000000000000000,4.000000000000000,71.000000000000000
"480170060168","1",2480.000000000000000,5.000000000000000,11.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000
"480170060169","1",79.000000000000000,1.000000000000000,3.000000000000000,2.000000000000000,3.000000000000000,2.000000000000000
"480170060171","12",75.750000000000000,1.272727272727273,3.583333333333333,76.000000000000000,6.916666666666667,65.000000000000000
"480170060172","1",43.000000000000000,1.000000000000000,3.000000000000000,108.000000000000000,1.000000000000000,109.000000000000000
"480170060175","5",103.200000000000003,1.200000000000000,2.800000000000000,239.000000000000000,1.600000000000000,199.000000000000000
"480170060176","4",46.500000000000000,1.000000000000000,2.750000000000000,77.000000000000000,1.000000000000000,99.000000000000000
"480170060177","1",40.000000000000000,1.000000000000000,2.000000000000000,61.000000000000000,1.000000000000000,67.000000000000000
"480170060178","2",119.500000000000000,1.500000000000000,4.000000000000000,19.000000000000000,86.500000000000000,17.000000000000000
"480170060179","1",99.000000000000000,1.000000000000000,2.000000000000000,121.000000000000000,2.000000000000000,115.000000000000000
"480170060182","12",74.916666666666671,1.333333333333333,3.583333333333333,140.000000000000000,2.916666666666667,141.000000000000000
"480170060183","1",224.000000000000000,1.000000000000000,2.000000000000000,30.000000000000000,1.000000000000000,24.000000000000000
"480170060184","5",184.599999999999994,2.000000000000000,6.200000000000000,15.000000000000000,6.400000000000000,9.000000000000000
"480170060187","1",76.000000000000000,3.000000000000000,5.000000000000000,157.000000000000000,1.000000000000000,167.000000000000000
"480170060189","4",109.500000000000000,1.500000000000000,4.750000000000000,123.000000000000000,46.000000000000000,121.000000000000000
"480170060193","2",85.000000000000000,2.000000000000000,3.500000000000000,31.000000000000000,3.500000000000000,23.000000000000000
"480170060194","2",57.000000000000000,1.000000000000000,2.500000000000000,121.000000000000000,1.000000000000000,127.000000000000000
"480170060198","1",99.000000000000000,4.000000000000000,8.000000000000000,32.000000000000000,1.000000000000000,33.000000000000000
"480170060199","9",60.888888888888886,1.222222222222222,2.555555555555555,134.000000000000000,61.666666666666664,121.000000000000000
"480170060200","1",60.000000000000000,1.000000000000000,4.000000000000000,9.000000000000000,1.000000000000000,7.000000000000000
"480170060202","1",250.000000000000000,1.000000000000000,2.000000000000000,24.000000000000000,26.000000000000000,5.000000000000000
"480170060204","19",117.421052631578945,1.578947368421053,4.052631578947368,203.000000000000000,7.842105263157895,231.000000000000000
"480170060206","1",39.000000000000000,1.000000000000000,3.000000000000000,146.000000000000000,2.000000000000000,142.000000000000000
"480170060208","3",219.333333333333343,2.666666666666667,5.666666666666667,46.000000000000000,4.000000000000000,20.000000000000000
"480170060210","3",56.333333333333336,2.000000000000000,5.333333333333333,214.000000000000000,1.666666666666667,170.000000000000000
"480170060212","1",35.000000000000000,1.000000000000000,2.000000000000000,124.000000000000000,1.000000000000000,161.000000000000000
"480170060214","6",58.166666666666664,1.666666666666667,3.000000000000000,130.000000000000000,1.166666666666667,119.000000000000000
"480170060216","2",34.500000000000000,1.000000000000000,2.500000000000000,151.000000000000000,3.000000000000000,183.000000000000000
"480170060217","2",48.500000000000000,1.000000000000000,3.000000000000000,182.000000000000000,1.500000000000000,188.000000000000000
"480170060218","6",859.000000000000000,3.333333333333333,5.000000000000000,76.000000000000000,4.166666666666667,74.000000000000000
"480170060219","1",56.000000000000000,1.000000000000000,2.000000000000000,265.000000000000000,1.000000000000000,176.000000000000000
"480170060221","2",77.000000000000000,2.500000000000000,5.000000000000000,55.000000000000000,1.000000000000000,40.000000000000000
"480170060222","1",144.000000000000000,1.000000000000000,2.000000000000000,13.000000000000000,1.000000000000000,4.000000000000000
"480170060225","4",38.000000000000000,1.250000000000000,2.750000000000000,168.000000000000000,1.000000000000000,177.000000000000000
"480170060227","2",47.000000000000000,1.000000000000000,2.000000000000000,24.000000000000000,4.000000000000000,23.000000000000000
"480170060228","1",79.000000000000000,1.000000000000000,4.000000000000000,43.000000000000000,2.000000000000000,44.000000000000000
"480170060229","1",50.000000000000000,1.000000000000000,2.000000000000000,5.000000000000000,1.000000000000000,5.000000000000000
"480170060230","3",71.666666666666671,1.000000000000000,2.333333333333333,41.000000000000000,4.000000000000000,40.000000000000000
"480170060233","3",52.000000000000000,1.000000000000000,2.333333333333333,114.000000000000000,1.000000000000000,143.000000000000000
"480170060234","8",61.000000000000000,1.500000000000000,3.500000000000000,168.000000000000000,2.125000000000000,160.000000000000000
"480170060236","2",57.000000000000000,1.500000000000000,4.500000000000000,101.000000000000000,1.000000000000000,100.000000000000000
"480170060237","11",151.272727272727280,1.500000000000000,2.818181818181818,254.000000000000000,2.818181818181818,224.000000000000000
"480170060238","1",71.000000000000000,1.000000000000000,4.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000
"480170060239","6",159.333333333333343,1.333333333333333,4.000000000000000,42.000000000000000,2.333333333333333,37.000000000000000
"480170060241","16",88.875000000000000,1.375000000000000,3.500000000000000,124.000000000000000,6.937500000000000,137.000000000000000
"480170060243","1",86.000000000000000,2.000000000000000,4.000000000000000,174.000000000000000,172.000000000000000,174.000000000000000
"480170060244","2",43.000000000000000,1.000000000000000,2.000000000000000,58.000000000000000,4.000000000000000,72.000000000000000
"480170060247","1",137.000000000000000,3.000000000000000,6.000000000000000,11.000000000000000,13.000000000000000,11.000000000000000
"480170060248","3",78.666666666666671,2.000000000000000,3.333333333333333,67.000000000000000,2.666666666666667,59.000000000000000
"480170060251","3",60.333333333333336,2.000000000000000,4.333333333333333,90.000000000000000,1.666666666666667,89.000000000000000
"480170060252","1",61.000000000000000,1.000000000000000,3.000000000000000,323.000000000000000,1.000000000000000,335.000000000000000
"480170060257","2",40.500000000000000,1.000000000000000,2.000000000000000,151.000000000000000,2.500000000000000,142.000000000000000
"480170060258","1",145.000000000000000,1.000000000000000,4.000000000000000,23.000000000000000,1.000000000000000,23.000000000000000
"480170060259","5",157.800000000000011,2.000000000000000,4.400000000000000,80.000000000000000,2.200000000000000,64.000000000000000
"480170060262","3",50.000000000000000,1.666666666666667,3.000000000000000,112.000000000000000,1.666666666666667,94.000000000000000
"480170060263","5",111.799999999999997,2.000000000000000,4.800000000000000,125.000000000000000,1.600000000000000,76.000000000000000
"480170060268","10",104.299999999999997,1.666666666666667,3.900000000000000,149.000000000000000,18.399999999999999,143.000000000000000
"480170060269","4",74.000000000000000,1.750000000000000,3.750000000000000,40.000000000000000,2.250000000000000,41.000000000000000
"480170060270","2",75.000000000000000,1.500000000000000,3.000000000000000,139.000000000000000,1.000000000000000,146.000000000000000
"480170060271","4",65.250000000000000,1.500000000000000,3.500000000000000,93.000000000000000,1.750000000000000,93.000000000000000
"480170060272","2",42.500000000000000,1.000000000000000,1.500000000000000,141.000000000000000,3.500000000000000,101.000000000000000
"480170060273","8",102.125000000000000,1.166666666666667,3.375000000000000,31.000000000000000,5.250000000000000,26.000000000000000
"480170060274","2",41.500000000000000,1.500000000000000,2.500000000000000,159.000000000000000,2.500000000000000,151.000000000000000
"480170060277","2",79.000000000000000,1.500000000000000,4.000000000000000,95.000000000000000,1.000000000000000,98.000000000000000
"480170060278","3",52.000000000000000,1.000000000000000,2.000000000000000,113.000000000000000,4.333333333333333,121.000000000000000
"480170060279","6",59.833333333333336,1.666666666666667,3.500000000000000,66.000000000000000,17.166666666666668,74.000000000000000
"480170060280","2",54.500000000000000,1.000000000000000,2.000000000000000,140.000000000000000,3.500000000000000,116.000000000000000
"480170060281","1",45.000000000000000,1.000000000000000,2.000000000000000,138.000000000000000,1.000000000000000,109.000000000000000
"480170060282","10",66.299999999999997,1.500000000000000,2.800000000000000,223.000000000000000,1.400000000000000,206.000000000000000
"480170060283","1",66.000000000000000,1.000000000000000,2.000000000000000,2.000000000000000,4.000000000000000,2.000000000000000
"480170060284","6",78.666666666666671,1.333333333333333,3.500000000000000,112.000000000000000,31.833333333333332,64.000000000000000
"480170060286","1",88.000000000000000,2.000000000000000,6.000000000000000,194.000000000000000,1.000000000000000,207.000000000000000
"480170060287","46",109.217391304347828,1.465116279069767,3.869565217391304,72.000000000000000,12.326086956521738,50.000000000000000
"480170060289","30",95.866666666666660,1.241379310344828,3.333333333333333,182.000000000000000,10.866666666666667,157.000000000000000
"480170060290","2",53.000000000000000,1.000000000000000,2.500000000000000,25.000000000000000,1.000000000000000,27.000000000000000
"480170060291","19",148.157894736842110,1.684210526315789,4.368421052631579,33.000000000000000,6.421052631578948,30.000000000000000
"480170060292","29",94.862068965517238,1.464285714285714,3.827586206896552,100.000000000000000,5.344827586206897,95.000000000000000
"480170060293","67",111.313432835820890,1.575757575757576,4.059701492537314,143.000000000000000,15.313432835820896,109.000000000000000
"480170060294","10",58.600000000000001,1.100000000000000,3.100000000000000,293.000000000000000,36.200000000000003,252.000000000000000
"480170060296","5",51.000000000000000,1.800000000000000,4.200000000000000,133.000000000000000,1.200000000000000,160.000000000000000
"480170060299","2",61.500000000000000,1.500000000000000,4.500000000000000,32.000000000000000,2.000000000000000,21.000000000000000
"480170060300","2",47.500000000000000,1.000000000000000,1.500000000000000,137.000000000000000,1.000000000000000,151.000000000000000
"480170060301","11",88.454545454545453,1.181818181818182,3.000000000000000,1.000000000000000,12.090909090909092,0.000000000000000
"480170060302","2",64.000000000000000,1.000000000000000,1.500000000000000,166.000000000000000,1.000000000000000,143.000000000000000
"480170060306","1",50.000000000000000,1.000000000000000,2.000000000000000,157.000000000000000,1.000000000000000,135.000000000000000
"480170060307","4",74.500000000000000,1.000000000000000,2.750000000000000,6.000000000000000,3.000000000000000,5.000000000000000
"480170060308","17",75.470588235294116,1.294117647058824,3.294117647058823,278.000000000000000,4.352941176470588,296.000000000000000
"480170060309","8",52.125000000000000,1.125000000000000,2.250000000000000,383.000000000000000,6.875000000000000,288.000000000000000
"480170060310","6",70.333333333333329,1.666666666666667,3.500000000000000,204.000000000000000,3.166666666666667,142.000000000000000
"480170060313","5",56.399999999999999,1.400000000000000,3.200000000000000,182.000000000000000,7.400000000000000,186.000000000000000
"480170060314","3",55.000000000000000,1.500000000000000,3.333333333333333,165.000000000000000,5.666666666666667,116.000000000000000
"480170060315","2",210.000000000000000,1.000000000000000,3.500000000000000,125.000000000000000,2.000000000000000,151.000000000000000
"480170060316","1",75.000000000000000,0.000000000000000,2.000000000000000,30.000000000000000,3.000000000000000,31.000000000000000
"480170060317","9",111.555555555555557,1.333333333333333,3.333333333333333,124.000000000000000,1.555555555555556,135.000000000000000
"480170060318","1",40.000000000000000,1.000000000000000,2.000000000000000,46.000000000000000,1.000000000000000,44.000000000000000
"480170060320","1",120.000000000000000,2.000000000000000,4.000000000000000,54.000000000000000,1.000000000000000,54.000000000000000
"480170060323","2",2012.000000000000000,4.500000000000000,10.500000000000000,25.000000000000000,2.000000000000000,21.000000000000000
"480170060324","2",1479.500000000000000,7.000000000000000,12.000000000000000,60.000000000000000,3.000000000000000,55.000000000000000
"480170060328","2",44.000000000000000,1.000000000000000,2.500000000000000,247.000000000000000,1.500000000000000,239.000000000000000
"480170060329","3",103.666666666666671,1.000000000000000,2.666666666666667,151.000000000000000,1.000000000000000,146.000000000000000
"480170060332","1",70.000000000000000,2.000000000000000,4.000000000000000,108.000000000000000,1.000000000000000,90.000000000000000
"480170060333","1",49.000000000000000,1.000000000000000,2.000000000000000,59.000000000000000,1.000000000000000,5.000000000000000
"480170060335","2",81.500000000000000,1.000000000000000,3.000000000000000,74.000000000000000,3.000000000000000,59.000000000000000
"480170060336","2",90.500000000000000,1.500000000000000,3.500000000000000,175.000000000000000,1.500000000000000,204.000000000000000
"480170060337","6",265.000000000000000,2.000000000000000,5.000000000000000,7.000000000000000,11.000000000000000,5.000000000000000
"480170060339","12",113.166666666666671,1.333333333333333,3.166666666666667,77.000000000000000,6.750000000000000,41.000000000000000
"480170060340","7",122.571428571428569,1.142857142857143,3.142857142857143,54.000000000000000,3.285714285714286,34.000000000000000
"480170060341","4",109.750000000000000,1.750000000000000,3.500000000000000,9.000000000000000,2.500000000000000,9.000000000000000
"480170060342","2",70.000000000000000,1.500000000000000,4.500000000000000,93.000000000000000,2.500000000000000,85.000000000000000
"480170060343","9",47.333333333333336,1.111111111111111,3.111111111111111,256.000000000000000,1.777777777777778,225.000000000000000
"480170060348","1",40.000000000000000,1.000000000000000,2.000000000000000,538.000000000000000,1.000000000000000,532.000000000000000
"480170060349","2",31.500000000000000,1.000000000000000,2.500000000000000,300.000000000000000,1.500000000000000,295.000000000000000
"480170060350","1",57.000000000000000,1.000000000000000,4.000000000000000,19.000000000000000,1.000000000000000,18.000000000000000
"480170060353","4",256.250000000000000,1.250000000000000,3.500000000000000,2.000000000000000,1.750000000000000,2.000000000000000
"480170060357","9",62.777777777777779,1.125000000000000,2.333333333333333,119.000000000000000,3.000000000000000,84.000000000000000
"480170060358","2",66.000000000000000,1.500000000000000,3.500000000000000,84.000000000000000,1.500000000000000,62.000000000000000
"480170060360","12",65.166666666666671,1.416666666666667,3.083333333333333,51.000000000000000,2.333333333333333,52.000000000000000
"480170060361","17",107.352941176470594,1.705882352941176,4.294117647058823,158.000000000000000,7.470588235294118,154.000000000000000
"480170060362","36",121.000000000000000,1.361111111111111,3.388888888888889,99.000000000000000,10.944444444444445,79.000000000000000
"480170060364","2",44.000000000000000,1.000000000000000,3.000000000000000,125.000000000000000,1.000000000000000,119.000000000000000
"480170060366","7",127.142857142857139,1.571428571428571,4.428571428571429,52.000000000000000,27.571428571428573,45.000000000000000
"480170060367","13",87.769230769230774,1.384615384615385,3.538461538461538,88.000000000000000,8.153846153846153,82.000000000000000
"480170060368","8",88.500000000000000,1.714285714285714,3.500000000000000,78.000000000000000,9.500000000000000,89.000000000000000
"480170060369","13",83.846153846153840,1.384615384615385,4.384615384615385,137.000000000000000,16.692307692307693,128.000000000000000
"480170060370","2",57.000000000000000,1.500000000000000,3.000000000000000,31.000000000000000,4.500000000000000,33.000000000000000
"480170060371","11",79.000000000000000,1.636363636363636,3.909090909090909,24.000000000000000,33.272727272727273,18.000000000000000
"480170060372","2",88.000000000000000,1.500000000000000,3.000000000000000,118.000000000000000,1.000000000000000,113.000000000000000
"480170060374","15",79.866666666666660,1.357142857142857,3.666666666666667,78.000000000000000,31.666666666666668,45.000000000000000
"480170060376","1",70.000000000000000,2.000000000000000,4.000000000000000,19.000000000000000,92.000000000000000,17.000000000000000
"480170060379","2",94.000000000000000,1.000000000000000,3.000000000000000,132.000000000000000,63.000000000000000,125.000000000000000
"480170060381","52",103.750000000000000,1.448979591836735,3.673076923076923,170.000000000000000,11.461538461538462,174.000000000000000
"480170060382","12",89.583333333333329,1.545454545454545,3.833333333333333,78.000000000000000,5.416666666666667,42.000000000000000
"480170060383","9",92.333333333333329,1.555555555555556,3.555555555555555,54.000000000000000,5.777777777777778,36.000000000000000
"480170060384","17",89.294117647058826,2.058823529411764,4.882352941176471,119.000000000000000,4.882352941176471,88.000000000000000
"480170060385","1",130.000000000000000,1.000000000000000,3.000000000000000,11.000000000000000,1.000000000000000,7.000000000000000
"480170060388","1",35.000000000000000,0.000000000000000,1.000000000000000,60.000000000000000,1.000000000000000,57.000000000000000
"480170060389","1",57.000000000000000,2.000000000000000,6.000000000000000,68.000000000000000,1.000000000000000,67.000000000000000
"480170060390","6",119.666666666666671,1.000000000000000,2.500000000000000,99.000000000000000,2.333333333333333,103.000000000000000
"480170060391","2",49.000000000000000,1.000000000000000,2.500000000000000,219.000000000000000,1.000000000000000,213.000000000000000
"480170060392","2",40.000000000000000,1.000000000000000,2.500000000000000,110.000000000000000,1.000000000000000,114.000000000000000
"480170060393","24",85.083333333333329,1.458333333333333,3.291666666666667,241.000000000000000,5.625000000000000,182.000000000000000
"480170060394","7",81.571428571428569,1.285714285714286,3.571428571428572,53.000000000000000,13.142857142857142,49.000000000000000
"480170060395","1",50.000000000000000,1.000000000000000,2.000000000000000,31.000000000000000,1.000000000000000,32.000000000000000
"480170060397","2",50.000000000000000,1.000000000000000,2.000000000000000,54.000000000000000,1.500000000000000,53.000000000000000
"480170060402","7",75.714285714285708,1.714285714285714,4.428571428571429,47.000000000000000,3.428571428571428,46.000000000000000
"480170060403","25",178.120000000000005,2.240000000000000,5.280000000000000,82.000000000000000,4.040000000000000,90.000000000000000
"480170060406","5",75.000000000000000,1.000000000000000,3.200000000000000,279.000000000000000,1.400000000000000,271.000000000000000
"480170060407","4",82.000000000000000,1.500000000000000,3.000000000000000,51.000000000000000,15.000000000000000,40.000000000000000
"480170060408","16",87.937500000000000,1.333333333333333,3.312500000000000,143.000000000000000,8.000000000000000,144.000000000000000
"480170060409","45",261.044444444444423,1.400000000000000,3.533333333333333,143.000000000000000,6.888888888888889,134.000000000000000
"480170060410","11",93.000000000000000,1.090909090909091,3.181818181818182,67.000000000000000,3.909090909090909,46.000000000000000
"480170060412","19",135.842105263157890,1.812500000000000,4.736842105263158,99.000000000000000,13.421052631578947,85.000000000000000
"480170060415","2",52.500000000000000,1.000000000000000,3.000000000000000,127.000000000000000,1.000000000000000,116.000000000000000
"480170060416","7",95.714285714285708,1.714285714285714,4.000000000000000,24.000000000000000,57.428571428571431,22.000000000000000
"480170060418","5",88.000000000000000,1.600000000000000,3.800000000000000,75.000000000000000,41.399999999999999,74.000000000000000
"480170060419","5",71.200000000000003,2.200000000000000,8.400000000000000,7.000000000000000,15.400000000000000,7.000000000000000
"480170060420","3",60.666666666666664,1.000000000000000,3.000000000000000,77.000000000000000,1.000000000000000,76.000000000000000
"480170060421","25",125.000000000000000,1.434782608695652,4.280000000000000,35.000000000000000,19.079999999999998,44.000000000000000
"480170060422","2",159.000000000000000,2.000000000000000,4.500000000000000,6.000000000000000,1.000000000000000,2.000000000000000
"480170060425","36",110.166666666666671,1.312500000000000,3.333333333333333,167.000000000000000,12.833333333333334,143.000000000000000
"480170060428","4",51.750000000000000,3.500000000000000,9.000000000000000,14.000000000000000,16.500000000000000,7.000000000000000
"480170060430","1",76.000000000000000,3.000000000000000,4.000000000000000,31.000000000000000,1.000000000000000,25.000000000000000
"480170060431","14",132.785714285714278,1.642857142857143,3.785714285714286,132.000000000000000,36.928571428571431,58.000000000000000
"480170060432","6",111.166666666666671,1.833333333333333,5.000000000000000,46.000000000000000,9.333333333333334,44.000000000000000
"480170060433","21",131.571428571428584,2.142857142857143,5.333333333333333,125.000000000000000,11.428571428571429,97.000000000000000
"480170060434","9",80.666666666666671,4.666666666666667,13.444444444444445,13.000000000000000,22.777777777777779,12.000000000000000
"480170060435","29",112.827586206896555,1.481481481481481,3.620689655172414,218.000000000000000,6.448275862068965,260.000000000000000
"480170060436","227",164.013215859030851,1.550925925925926,3.775330396475771,670.000000000000000,16.696035242290748,585.000000000000000
"480170060437","9",122.666666666666671,1.666666666666667,4.222222222222222,32.000000000000000,8.888888888888889,33.000000000000000
"480170060440","4",67.250000000000000,1.250000000000000,3.250000000000000,126.000000000000000,1.250000000000000,103.000000000000000
"480170060443","1",129.000000000000000,3.000000000000000,5.000000000000000,81.000000000000000,1.000000000000000,62.000000000000000
"480170060444","19",115.368421052631575,1.684210526315789,4.947368421052632,56.000000000000000,11.578947368421053,59.000000000000000
"480170060446","3",44.666666666666664,1.666666666666667,4.000000000000000,187.000000000000000,1.000000000000000,186.000000000000000
"480170060448","34",96.500000000000000,1.483870967741935,3.352941176470588,107.000000000000000,6.323529411764706,120.000000000000000
"480170060449","3",70.000000000000000,2.000000000000000,7.000000000000000,194.000000000000000,1.333333333333333,154.000000000000000
"480170060450","15",144.733333333333320,1.466666666666667,3.800000000000000,63.000000000000000,10.333333333333334,49.000000000000000
"480170060452","4",153.250000000000000,1.750000000000000,4.000000000000000,7.000000000000000,14.750000000000000,6.000000000000000
"480170060453","1",87.000000000000000,1.000000000000000,4.000000000000000,149.000000000000000,1.000000000000000,141.000000000000000
"480170060455","7",100.714285714285708,1.428571428571429,3.714285714285714,334.000000000000000,2.857142857142857,302.000000000000000
"480170060456","14",193.571428571428584,2.214285714285714,5.071428571428571,34.000000000000000,26.571428571428573,19.000000000000000
"480170060458","1",63.000000000000000,1.000000000000000,2.000000000000000,11.000000000000000,1.000000000000000,9.000000000000000
"480170060459","1",46.000000000000000,1.000000000000000,4.000000000000000,171.000000000000000,1.000000000000000,177.000000000000000
"480170060460","64",104.281250000000000,1.517241379310345,3.734375000000000,239.000000000000000,7.906250000000000,266.000000000000000
