census_tract_id,AGG_COUNT,effected_by_policy_1,effected_by_policy_2,effected_by_policy_3,P1,A46,A47,PF1,E3,E27,calculated_host_listings_count,bedrooms,accommodates
"480170060646","3","3","1","3","2277","162","795","1023","225","954","15","5","14"
"480170060647","6","5","4","3","132","24","30","72","24","90","33","6","21"
"480170060648","13","13","11","8","1170","247","351","715","169","858","142","18","54"
"480170060649","5","5","4","2","1405","135","560","755","125","775","7","6","14"
"480170060650","33","29","24","12","3597","330","1188","1749","363","2541","168","50","128"
"480170060652","17","17","15","10","3366","391","1479","2125","561","2771","99","29","69"
"480170060653","19","19","16","11","1710","228","627","931","190","950","322","33","83"
"480170060654","17","14","12","3","3638","561","1190","2159","493","1785","174","24","59"
"480170060655","13","13","10","8","1469","273","507","845","143","650","71","19","45"
"480170060656","1","1","1","0","217","9","71","88","19","92","3","2","5"
"480170060659","11","11","5","1","4686","506","1683","2310","385","2035","23","13","36"
"480170060660","12","12","11","9","408","36","132","192","12","60","74","23","67"
"480170060661","1","0","1","0","132","10","50","66","11","78","2","0","2"
"480170060662","11","11","9","8","253","110","22","132","22","187","46","18","41"
"480170060663","5","5","4","4","0","0","0","0","5","5","25","7","19"
"480170060664","5","4","5","2","120","35","55","90","25","100","40","8","19"
"480170060665","6","5","6","3","156","48","42","108","24","156","187","10","27"
"480170060666","6","6","5","4","120","24","30","90","30","192","62","9","20"
"480170060667","9","9","8","2","1008","99","432","594","207","1026","35","13","34"
"480170060668","11","10","8","4","880","66","308","462","88","594","66","16","39"
"480170060669","9","7","7","5","207","27","72","126","45","162","76","13","33"
"480170060671","30","28","25","19","5160","1110","1680","3030","630","3540","520","40","113"
"480170060673","15","15","9","8","4545","330","1605","2145","525","2835","569","25","52"
"480170060674","15","15","13","8","2115","240","930","1365","300","1740","192","21","58"
"480170060675","4","4","3","2","0","0","0","0","4","28","31","4","10"
"480170060676","1","0","1","1","7","0","3","3","4","5","3","6","12"
"480170060677","2","1","2","1","16","0","0","16","2","28","22","2","6"
"480170060678","2","2","1","1","728","118","198","342","76","368","6","2","4"
"480170060681","2","2","1","2","4","0","0","4","2","4","6","2","5"
"480170060682","29","29","21","25","1566","319","435","1015","261","1653","858","38","108"
"480170060683","17","16","15","10","1326","323","374","765","187","527","315","23","67"
"480170060684","2","2","1","1","264","30","74","114","30","126","8","4","8"
"480170060685","15","14","13","1","5265","585","1770","2655","525","3000","65","19","55"
"480170060686","4","4","3","1","0","0","0","0","4","4","19","5","11"
"480170060687","6","6","4","1","4344","1494","426","1974","144","2004","16","7","18"
"480170060689","3","2","3","2","0","0","0","0","0","0","13","7","17"
"480170060690","2","2","2","1","0","0","0","0","0","0","12","2","8"
"480170060691","3","3","3","2","0","0","0","0","0","0","20","4","10"
"480170060692","4","4","2","3","216","36","72","112","40","196","21","8","15"
"480170060693","16","10","15","14","672","176","272","464","144","544","549","28","72"
"480170060694","13","13","10","9","4823","273","1404","1833","299","1352","231","20","49"
"480170060695","2","2","2","1","6","2","4","6","2","4","5","2","6"
"480170060699","3","3","1","2","300","21","105","147","27","207","10","1","10"
"480170060700","18","17","16","13","270","54","18","144","36","234","287","32","81"
"480170060701","11","9","10","7","176","22","66","110","22","187","353","25","59"
"480170060702","8","8","6","4","328","56","128","208","48","248","42","13","36"
"480170060703","6","5","6","5","132","60","12","78","18","84","33","11","25"
"480170060704","3","3","3","1","156","18","69","93","15","93","12","4","10"
"480170060705","8","7","7","3","0","0","0","0","0","0","40","10","25"
"480170060706","11","11","11","5","704","253","209","462","99","495","75","15","44"
"480170060707","11","11","10","8","594","55","154","231","66","330","346","16","47"
"480170060709","10","9","10","7","190","20","70","140","40","120","211","13","36"
"480170060710","8","8","4","1","2600","528","728","1352","168","1400","36","8","22"
"480170060711","20","20","11","13","260","40","40","140","60","780","167","27","76"
"480170060712","1","1","1","0","14","3","4","8","3","8","1","0","2"
"480170060713","12","11","10","8","216","48","36","108","36","108","212","15","44"
"480170060714","3","2","2","2","78","24","24","48","9","48","39","5","9"
"480170060715","13","10","8","9","975","65","546","689","130","728","437","16","47"
"480170060717","6","6","4","3","1344","138","498","684","156","534","103","5","16"
"480170060718","3","2","3","2","12","9","0","9","6","93","51","5","16"
"480170060719","2","2","2","0","1102","108","390","522","104","472","3","2","4"
"480170060720","6","6","4","2","6","6","0","6","6","6","13","8","18"
"480170060721","9","9","9","6","0","0","0","0","0","0","63","14","35"
"480170060722","1","1","1","0","125","15","37","59","16","83","2","1","4"
"480170060724","6","6","6","4","0","0","0","0","0","0","43","14","24"
"480170060725","5","5","5","2","45","0","20","25","5","30","14","8","24"
"480170060726","1","1","1","0","154","16","50","72","17","73","1","2","4"
"480170060727","1","1","0","0","52","18","7","26","7","43","1","1","2"
"480170060728","1","1","1","0","0","0","0","0","0","0","2","0","2"
"480170060730","9","8","7","6","468","36","216","315","117","351","233","11","30"
"480170060731","12","12","7","8","3804","492","1212","1860","456","1896","77","19","45"
"480170060732","4","4","2","1","692","68","244","340","28","316","9","5","13"
"480170060733","1","1","0","0","6","0","2","2","1","2","1","1","2"
"480170060734","28","26","21","17","3080","812","728","1820","588","3304","644","43","113"
"480170060735","12","11","9","8","588","144","168","396","108","708","81","15","43"
"480170060738","5","5","4","3","20","5","5","10","5","50","22","7","19"
"480170060740","9","9","9","3","1143","423","117","576","72","585","242","19","40"
"480170060741","9","9","8","4","432","18","207","243","18","306","167","12","27"
"480170060743","8","7","7","4","168","48","40","112","16","176","29","13","32"
"480170060746","15","14","15","7","855","240","240","495","165","705","396","22","57"
"480170060747","22","21","19","9","2596","550","1012","1694","308","2024","85","37","95"
"480170060748","8","7","8","4","376","152","80","256","72","312","310","18","40"
"480170060750","9","9","7","5","234","36","90","153","36","261","251","15","35"
"480170060751","2","2","2","2","0","0","0","0","0","0","3","4","8"
"480170060752","7","7","7","5","98","7","35","70","14","140","145","7","27"
"480170060753","11","11","11","7","264","33","66","132","55","143","82","14","40"
"480170060754","22","19","11","16","2530","374","682","1298","264","1342","383","30","82"
"480170060755","16","13","15","10","2320","208","880","1264","288","1280","674","33","80"
"480170060756","15","13","15","13","2025","285","600","1170","240","1560","777","21","60"
"480170060757","10","10","9","5","430","50","150","250","30","270","204","16","44"
"480170060758","12","11","11","6","0","0","0","0","0","0","146","17","43"
"480170060759","2","2","0","1","64","36","2","40","2","36","6","2","4"
"480170060760","13","12","9","7","1716","143","637","962","195","1378","79","24","54"
"480170060761","6","6","6","0","0","0","0","0","0","0","6","9","20"
"480170060762","2","2","2","1","76","8","30","40","14","66","7","2","7"
"480170060763","45","42","41","22","17055","2925","6480","10215","2205","10620","364","61","171"
"480170060764","3","3","3","1","207","39","75","135","45","183","23","3","14"
"480170060765","1","1","1","0","16","4","3","8","1","14","1","1","3"
"480170060766","2","2","2","1","586","64","200","284","18","282","6","2","12"
"480170060767","6","5","6","4","402","90","114","228","54","324","144","7","19"
"480170060768","8","8","1","5","10544","712","4032","5176","784","5136","21","12","19"
"480170060771","11","11","9","1","1012","143","297","473","99","462","23","15","36"
"480170060772","4","4","4","0","3876","364","1312","1760","184","1776","4","5","12"
"480170060774","2","2","1","1","172","8","70","82","34","130","4","3","6"
"480170060775","2","2","1","1","84","16","26","42","12","46","50","2","7"
"480170060777","9","8","7","4","135","36","45","90","9","126","214","18","44"
"480170060779","7","6","4","3","1862","133","679","896","154","1169","133","8","23"
"480170060781","19","18","14","8","7543","1007","2014","3382","1216","3249","51","29","75"
"480170060782","20","18","17","13","1320","280","360","720","180","1000","440","34","94"
"480170060783","3","2","2","0","1506","207","426","708","174","609","3","5","10"
"480170060784","1","1","0","0","377","12","121","144","15","145","1","1","2"
"480170060785","7","6","1","7","749","35","203","294","140","364","46","8","18"
"480170060787","15","15","12","3","3075","525","690","1275","240","1605","275","28","70"
"480170060789","8","8","6","5","488","40","256","336","64","264","235","12","29"
"480170060790","4","2","3","3","8","0","4","4","4","28","51","9","18"
"480170060791","15","14","12","6","165","15","0","75","30","210","347","20","56"
"480170060793","4","4","4","2","0","0","0","0","4","4","20","8","18"
"480170060795","5","5","5","3","135","30","30","80","30","200","135","6","19"
"480170060796","7","7","7","2","336","77","77","168","21","287","19","14","38"
"480170060798","24","23","21","18","1920","312","576","1128","216","1392","376","38","105"
"480170060799","17","17","13","10","816","255","187","476","136","816","126","25","60"
"480170060800","13","13","12","9","897","195","156","468","78","442","60","17","44"
"480170060801","1","1","1","0","369","32","127","180","46","166","2","2","4"
"480170060802","3","3","2","0","417","60","108","195","75","234","4","3","11"
"480170060803","8","8","7","5","632","136","224","376","88","512","318","23","45"
"480170060804","46","46","43","32","8740","1564","2668","4876","1242","7130","705","63","164"
"480170060807","1","1","1","0","146","11","42","62","17","81","1","0","1"
"480170060809","4","4","4","0","56","16","16","32","12","48","5","6","17"
"480170060810","12","11","6","10","888","156","264","540","120","612","219","12","36"
"480170060812","20","20","17","10","1380","280","420","780","180","1000","129","32","82"
"480170060815","29","29","26","16","7946","2320","1189","3799","580","3567","264","46","118"
"480170060816","2","2","1","1","10","4","4","8","2","28","6","4","6"
"480170060817","12","12","8","6","2748","300","924","1356","360","1476","63","15","35"
"480170060818","79","73","65","45","24411","4503","6557","13193","2528","17222","1052","119","303"
"480170060819","4","4","3","2","2588","252","832","1164","84","1124","12","7","15"
"480170060820","1","1","0","1","187","9","83","98","1","97","5","1","2"
"480170060821","1","1","1","0","13","2","5","7","2","7","1","1","6"
"480170060822","12","12","11","10","276","48","24","120","48","156","248","17","56"
"480170060823","2","2","2","1","26","10","0","16","4","14","65","3","10"
"480170060824","2","2","2","1","16","8","0","10","6","50","50","3","8"
"480170060825","15","13","13","8","1695","195","645","960","270","1560","293","23","59"
"480170060826","2","2","2","1","474","58","150","230","30","244","5","2","6"
"480170060827","1","1","1","1","0","0","0","0","0","0","2","1","2"
"480170060828","3","3","3","0","1185","141","384","588","135","432","3","5","14"
"480170060829","11","10","10","6","66","44","0","55","22","88","269","25","62"
"480170060830","1","1","1","0","907","59","316","399","49","404","1","1","4"
"480170060831","1","1","0","0","127","11","39","55","4","82","1","1","2"
"480170060833","7","7","4","5","70","28","0","63","21","91","192","15","33"
"480170060835","6","6","4","1","1854","120","720","906","150","930","28","10","25"
"480170060836","15","15","11","9","675","45","255","330","105","555","317","19","47"
"480170060837","2","2","2","1","28","10","6","20","6","30","3","5","13"
"480170060838","19","18","16","10","1349","266","399","798","38","1330","99","31","74"
"480170060839","9","9","5","4","315","45","54","162","18","72","28","11","25"
"480170060840","4","3","4","1","116","24","28","52","16","56","22","6","17"
"480170060841","6","6","3","3","1110","108","342","528","246","642","17","8","20"
"480170060842","33","32","29","18","4983","990","1386","2673","759","3465","426","59","144"
"480170060843","6","6","1","5","1392","108","636","780","102","876","32","6","20"
"480170060844","15","15","13","11","375","75","120","285","75","450","229","14","46"
"480170060845","1","1","1","1","147","10","45","65","24","70","4","1","4"
"480170060846","19","16","15","8","1349","76","703","836","190","1140","107","25","70"
"480170060847","32","31","26","20","15104","1376","5952","8288","1920","8544","296","42","111"
"480170060848","1","1","1","1","11","1","1","5","1","5","21","1","4"
"480170060850","2","2","0","2","432","30","118","166","48","154","6","2","4"
"480170060851","7","7","6","4","623","105","259","399","126","441","164","9","27"
"480170060852","1","1","1","1","66","1","22","26","11","31","5","1","4"
"480170060855","9","8","8","5","612","72","216","333","45","414","79","10","27"
"480170060858","1","1","1","1","0","0","0","0","0","0","7","2","6"
"480170060859","1","1","1","0","311","38","100","151","39","203","1","2","5"
"480170060861","16","12","14","6","3632","480","1104","1808","384","1808","406","23","64"
"480170060862","1","1","1","1","69","13","19","35","5","32","3","1","3"
"480170060863","1","1","1","1","76","1","31","37","21","49","5","1","2"
"480170060864","9","9","8","3","3087","270","1035","1440","450","1485","31","11","26"
"480170060865","22","22","16","9","16610","2662","4554","7920","1430","8844","142","33","77"
"480170060866","10","10","6","5","2910","420","790","1310","140","1280","32","14","35"
"480170060867","18","16","15","12","1800","396","648","1080","216","936","267","29","77"
"480170060870","3","3","3","0","435","42","114","180","21","324","4","4","11"
"480170060873","4","4","2","0","1836","136","608","800","164","844","4","7","16"
"480170060874","25","22","22","8","10050","1275","3950","5875","1200","5800","330","33","89"
"480170060877","6","6","5","6","90","18","42","66","24","138","160","12","32"
"480170060878","1","1","1","0","202","15","80","101","1","14","1","2","4"
"480170060879","11","9","9","9","385","22","154","176","55","319","419","28","72"
"480170060881","5","4","3","4","45","10","0","30","10","25","62","10","25"
"480170060883","11","10","9","8","506","110","132","330","121","572","138","21","51"
"480170060884","5","4","3","1","65","0","25","30","15","50","32","5","14"
"480170060886","15","14","10","6","990","75","45","720","105","1020","54","22","65"
"480170060887","5","5","3","5","235","50","80","140","30","195","19","7","21"
"480170060888","18","18","14","7","3330","198","1080","1638","342","1944","218","32","82"
"480170060890","1","1","1","0","86","12","23","43","1","14","2","2","6"
"480170060891","1","1","0","0","323","21","120","152","7","154","1","1","2"
"480170060892","1","1","0","0","13","0","6","6","2","7","1","1","1"
"480170060895","22","20","20","14","748","132","154","462","0","0","480","36","94"
"480170060896","2","2","2","0","164","24","50","84","24","82","3","2","9"
"480170060897","32","31","30","18","9216","1312","4128","5856","1280","6848","412","51","149"
"480170060899","1","1","1","0","254","6","95","110","21","107","1","2","6"
"480170060902","12","12","7","2","1092","108","288","600","168","660","37","12","32"
"480170060906","4","4","3","2","32","8","12","28","12","96","42","6","17"
"480170060907","5","5","3","1","2660","210","1065","1385","275","2275","6","5","16"
"480170060908","3","3","2","1","726","99","255","369","60","324","7","4","13"
"480170060910","4","4","1","2","460","48","144","268","44","364","14","4","12"
"480170060911","3","3","3","3","225","0","81","90","39","90","15","3","9"
"480170060912","1","1","0","0","2","0","0","1","1","3","5","1","2"
"480170060915","2","2","1","0","562","78","158","258","12","256","3","3","6"
"480170060916","76","74","58","40","29716","5776","7296","15352","3344","15428","926","100","286"
"480170060917","5","4","5","4","0","0","0","0","0","0","236","10","29"
"480170060918","25","22","24","16","1100","250","500","850","250","1025","185","35","98"
"480170060919","37","34","35","13","6290","1443","2146","3959","1036","3885","510","57","144"
"480170060920","2","2","1","1","210","8","86","106","34","112","126","3","8"
"480170060921","2","2","1","0","148","28","40","70","20","70","3","4","9"
"480170060922","1","1","1","0","22","9","7","17","3","13","1","2","4"
"480170060924","12","12","9","6","2280","468","780","1380","456","2616","176","16","44"
"480170060927","1","1","1","0","61","11","14","28","16","36","1","2","3"
"480170060928","5","5","5","1","1640","305","425","775","265","725","177","7","20"
"480170060930","20","18","18","14","2400","460","920","1520","480","1860","165","24","72"
"480170060931","7","6","5","3","2373","406","714","1190","140","1113","181","8","19"
"480170060932","2","2","1","0","360","36","128","188","38","222","4","2","3"
"480170060933","2","2","2","1","78","10","26","48","10","56","7","3","7"
"480170060934","48","44","44","31","4992","1584","864","2832","672","5328","395","51","158"
"480170060935","6","6","5","2","1986","402","534","996","48","984","21","7","17"
"480170060936","7","7","7","7","210","49","21","84","21","133","37","8","22"
"480170060937","13","12","12","5","1846","104","936","1157","325","1313","82","13","44"
"480170060938","2","2","2","1","148","18","32","78","14","98","8","2","6"
"480170060940","1","1","1","0","197","18","70","97","19","81","2","1","4"
"480170060943","24","24","9","18","1872","384","432","984","264","1008","177","32","87"
"480170060944","2","2","1","0","116","12","46","68","16","76","3","2","7"
"480170060945","9","9","6","5","324","18","153","252","99","405","54","12","30"
"480170060947","36","35","27","22","11628","1008","4932","6732","1728","8784","587","48","133"
"480170060948","12","9","11","11","636","96","168","348","84","528","406","22","58"
"480170060949","8","8","5","1","1216","40","176","336","80","368","14","10","26"
"480170060950","4","3","1","1","8","4","0","4","4","8","8","4","7"
"480170060952","3","3","3","0","414","84","90","219","42","213","4","4","14"
"480170060953","3","3","3","0","234","57","42","102","27","93","3","4","9"
"480170060954","1","1","1","0","60","4","25","32","18","35","1","3","7"
"480170060955","2","2","1","1","78","6","24","44","6","40","4","2","6"
"480170060957","8","8","4","2","832","112","256","432","88","488","30","8","29"
"480170060958","3","3","1","1","1338","72","495","615","189","609","7","5","8"
"480170060960","3","3","3","1","105","9","36","57","9","66","4","7","17"
"480170060961","29","23","27","20","7047","1247","2117","3857","1218","4930","298","34","102"
"480170060963","2","2","1","1","540","48","202","268","18","296","8","2","6"
"480170060964","3","3","3","1","201","30","69","117","15","96","3","3","10"
"480170060966","30","28","27","14","5430","510","1560","2550","360","2850","798","42","114"
"480170060967","5","5","4","2","1590","65","660","805","40","850","8","8","15"
"480170060969","36","34","25","25","2700","648","1044","1908","468","2592","318","49","131"
"480170060971","8","7","4","4","3448","248","1192","1584","360","1592","123","9","17"
"480170060973","11","11","11","4","3245","352","1177","1804","231","2068","44","22","51"
"480170060974","3","2","2","1","912","129","276","447","159","495","3","4","10"
"480170060975","1","1","0","0","48","2","17","20","12","22","2","1","2"
"480170060976","1","1","1","1","0","0","0","0","0","0","36","0","3"
"480170060977","1","1","1","0","157","5","58","67","3","68","1","3","5"
"480170060979","2","2","0","0","798","44","306","372","16","370","3","2","4"
"480170060983","2","2","2","0","718","44","314","398","26","316","7","3","10"
"480170060984","39","38","23","19","2652","312","507","1053","234","1326","219","52","126"
"480170060985","3","3","3","1","498","48","135","213","36","237","14","4","9"
"480170060986","8","8","5","1","184","24","56","112","40","104","13","11","29"
"480170060988","4","4","4","2","1140","92","404","568","76","548","11","6","15"
"480170060990","1","1","1","0","259","19","98","127","8","132","1","1","2"
"480170060991","1","1","1","0","98","5","40","50","5","51","1","1","4"
"480170060992","23","22","16","8","1886","391","690","1311","253","1564","186","36","76"
"480170060994","2","2","1","1","1324","376","178","590","64","602","6","3","6"
"480170060995","90","85","74","55","12420","2700","2880","7470","1440","12600","1810","165","359"
"480170060996","3","3","3","1","324","24","108","168","36","210","67","7","19"
"480170060998","1","1","0","0","47","3","19","25","1","4","1","1","4"
"480170060999","4","4","3","1","720","96","248","376","24","168","36","5","14"
"480170061000","1","1","0","1","297","30","96","142","30","150","3","1","2"
"480170061001","5","4","3","1","1710","190","630","880","80","945","17","6","15"
"480170061002","34","29","33","12","9588","850","3332","4896","1224","6018","490","47","114"
"480170061003","2","2","1","2","188","16","82","114","22","126","19","3","9"
"480170061004","20","15","17","11","1580","180","720","1020","260","1760","229","34","93"
"480170061005","5","4","3","3","855","30","295","415","50","485","62","5","13"
"480170061006","1","1","0","1","326","18","112","139","32","132","4","1","2"
"480170061007","1","1","1","0","44","2","13","19","7","20","1","2","6"
"480170061009","2","2","1","0","124","4","52","66","10","80","6","2","6"
"480170061010","23","23","8","7","5865","276","2208","2944","575","3128","224","31","76"
"480170061011","100","95","79","71","26900","5000","8600","15300","3100","15300","957","140","380"
"480170061013","1","1","1","0","131","5","57","70","8","69","1","1","3"
"480170061014","4","4","4","1","884","84","316","456","64","532","5","5","15"
"480170061017","42","40","31","31","10836","2352","3402","5922","1638","6258","544","59","168"
"480170061018","2","2","0","0","372","12","146","176","30","176","2","2","6"
"480170061019","1","1","1","0","513","37","192","264","17","255","1","1","4"
"480170061021","1","1","0","1","194","19","63","85","6","84","4","1","2"
"480170061023","5","5","4","2","415","40","185","235","75","295","42","5","14"
"480170061025","40","39","26","25","3440","720","1160","2240","680","2560","1001","53","133"
"480170061026","1","1","1","1","154","12","57","74","25","107","1","3","6"
"480170061035","4","4","1","3","1504","156","416","644","124","660","10","3","8"
"480170061036","1","1","1","0","121","8","48","61","3","67","1","1","2"
"480170061037","2","2","1","1","1284","60","470","568","32","570","16","2","6"
"480170061039","1","1","0","0","417","25","170","205","27","224","1","1","2"
"480170061040","1","1","1","0","256","11","113","136","8","136","1","1","2"
"480170061043","3","2","2","0","462","48","174","261","81","285","3","5","10"
"480170061044","19","18","14","6","2508","437","741","1311","209","1235","157","26","65"
"480170061045","83","78","73","44","25979","4565","7138","16683","3320","21580","1045","115","326"
"480170061049","2","2","2","0","248","4","86","120","36","166","3","5","12"
"480170061050","26","25","17","14","2054","442","650","1300","260","1690","436","30","85"
"480170061051","2","2","1","0","572","54","218","288","18","284","2","2","6"
"480170061053","8","8","3","4","1520","96","352","576","96","648","37","19","31"
"480170061055","12","12","11","4","1092","132","396","588","180","792","53","15","42"
"480170061057","1","1","1","0","218","21","72","108","16","117","1","2","4"
"480170061058","20","19","14","12","1440","240","220","700","180","1440","235","28","73"
"480170061061","1","1","1","0","30","2","11","15","6","19","3","1","5"
"480170061064","27","23","23","21","3429","432","1161","1755","486","1782","717","40","101"
"480170061065","1","1","0","0","343","36","98","159","16","187","1","1","2"
"480170061066","28","27","23","18","3528","532","1176","2072","644","2212","391","44","101"
"480170061068","4","4","3","1","1556","168","568","808","80","824","176","4","14"
"480170061069","29","28","24","15","5742","1247","1914","3799","638","3190","248","46","125"
"480170061070","6","6","3","2","1032","84","366","474","72","684","17","9","22"
"480170061071","59","54","47","39","8024","1652","2242","4602","1121","9735","1031","86","224"
"480170061072","1","1","0","0","377","22","141","178","11","198","2","1","2"
"480170061073","63","57","47","33","8505","1512","3150","5103","504","4473","570","98","253"
"480170061075","1","1","1","0","394","17","149","190","8","189","2","2","6"
"480170061076","10","9","8","4","1860","220","620","930","130","1540","26","21","48"
"480170061077","1","1","1","0","0","0","0","0","0","0","1","2","4"
"480170061078","2","2","2","0","432","44","144","212","22","228","2","4","10"
"480170061079","8","3","8","7","192","32","48","104","48","176","613","12","34"
"480170061081","1","1","0","1","38","5","11","18","6","22","5","1","2"
"480170061082","2","2","1","0","258","4","78","92","64","118","2","2","4"
"480170061086","2","2","2","0","0","0","0","0","0","0","2","5","12"
"480170061087","1","1","1","0","301","40","85","129","5","121","1","1","4"
"480170061089","1","1","1","0","109","1","35","52","7","55","1","1","2"
"480170061090","17","16","11","11","238","51","68","153","102","221","239","25","64"
"480170061091","10","10","6","4","1810","130","620","870","150","1270","46","15","34"
"480170061092","31","30","20","17","0","0","0","0","0","0","150","50","116"
"480170061094","55","52","40","29","11880","2255","3740","6765","880","6215","828","89","210"
"480170061095","1","1","0","0","311","28","124","164","12","183","2","1","3"
"480170061099","1","1","1","0","20","0","8","12","3","12","1","1","2"
"480170061100","4","4","2","2","1972","128","752","948","116","984","8","4","17"
"480170061104","3","2","2","2","477","69","159","240","39","273","12","3","10"
"480170061106","1","1","0","0","276","58","66","128","5","138","2","1","1"
"480170061109","1","1","0","0","75","2","31","35","10","42","1","1","1"
"480170061110","14","13","10","7","3892","294","1372","1806","266","1652","275","22","51"
"480170061111","1","1","1","0","732","223","50","281","15","279","1","2","5"
"480170061112","28","28","22","13","4620","1176","1540","3052","896","2912","353","42","104"
"480170061114","2","2","1","0","706","104","158","292","52","418","2","3","6"
"480170061115","27","25","22","17","2484","621","675","1539","351","2538","400","42","105"
"480170061118","1","1","0","0","0","0","0","0","1","10","1","1","2"
"480170061119","2","2","1","0","736","146","140","296","52","294","5","3","7"
"480170061120","2","2","1","0","162","8","66","76","4","70","2","2","5"
"480170061121","18","18","12","10","1494","162","630","810","108","2286","232","22","57"
"480170061123","3","3","3","0","309","3","132","144","9","159","3","5","10"
"480170061124","1","1","0","0","374","31","141","183","10","176","1","1","2"
"480170061125","2","2","1","1","150","16","42","78","18","98","6","3","5"
"480170061127","3","3","1","1","723","78","279","372","60","486","7","3","6"
"480170061132","25","24","18","15","2325","350","700","1250","125","2600","201","33","100"
"480170061133","2","1","2","0","416","8","174","218","38","272","2","4","9"
"480170061134","1","1","0","0","378","32","133","185","23","178","1","1","2"
"480170061135","21","21","19","12","1638","231","588","987","294","1050","231","28","84"
"480170061137","4","3","2","3","1544","172","512","744","28","740","14","2","10"
"480170061141","21","21","20","7","735","189","273","609","147","798","236","37","81"
"480170061145","2","2","1","1","514","34","204","274","24","282","3","4","8"
"480170061149","44","43","38","16","21076","1848","7348","10296","2376","11264","432","56","152"
"480170061150","1","1","0","0","430","22","139","174","16","176","2","1","2"
"480170061153","7","6","5","4","1631","154","483","826","140","1260","38","12","29"
"480170061157","18","17","15","15","3420","738","990","2070","540","1890","297","26","79"
"480170061160","24","20","19","14","2712","552","528","1368","336","1872","405","32","93"
"480170061161","1","1","1","0","320","23","122","165","6","179","1","1","3"
"480170061165","14","13","6","6","2450","546","350","1050","266","1330","46","17","35"
"480170061169","1","1","1","0","275","18","96","128","39","124","1","0","3"
"480170061170","18","17","15","11","2304","306","774","1188","144","1782","226","28","81"
"480170061173","1","1","1","0","149","4","58","72","38","75","1","1","4"
"480170061174","2","2","2","0","1178","102","430","550","16","554","3","5","10"
"480170061176","3","2","3","3","381","24","135","174","39","192","8","6","13"
"480170061177","53","49","30","24","13568","2650","3975","7155","1696","17649","692","64","196"
"480170061179","4","4","0","0","1224","36","428","556","80","616","17","4","14"
"480170061180","3","3","3","2","813","36","285","375","69","429","12","5","13"
"480170061183","1","1","0","0","134","35","26","63","6","68","2","1","3"
"480170061186","22","20","20","16","2464","374","528","1100","374","2222","519","36","91"
"480170061191","1","1","1","0","30","2","10","14","2","15","1","2","4"
"480170061194","40","38","20","22","5360","1400","320","1960","240","2200","424","54","141"
"480170061196","1","1","1","0","90","1","5","8","7","10","1","4","8"
"480170061201","16","16","14","8","1760","272","640","992","304","1264","44","24","61"
"480170061203","1","0","1","0","100","6","44","53","2","51","1","4","8"
"480170061206","3","3","3","1","543","51","198","267","36","291","4","6","10"
"480170061208","5","5","5","1","2020","175","775","1050","120","1145","25","6","16"
"480170061210","1","1","1","0","1015","289","125","429","23","417","1","3","6"
"480170061213","2","2","2","2","184","8","72","92","36","122","18","2","6"
"480170061214","6","5","6","6","6","0","0","6","12","36","27","8","22"
"480170061217","4","4","1","1","1124","72","412","572","76","624","13","5","17"
"480170061221","42","41","32","26","13398","1680","4788","7224","1596","6174","373","71","177"
"480170061222","10","9","6","7","710","200","230","450","180","630","147","15","30"
"480170061223","3","3","3","2","486","72","162","240","48","279","19","7","16"
"480170061224","2","1","2","0","342","34","114","164","20","150","2","3","7"
"480170061226","83","76","51","48","29797","5063","6225","13612","3403","25813","645","106","291"
"480170061232","21","19","9","13","1176","231","567","882","294","1701","99","24","63"
"480170061235","7","6","5","3","70","0","0","14","14","21","37","9","25"
"480170061237","1","1","0","0","170","24","57","84","7","86","1","1","2"
"480170061238","2","2","2","1","646","42","202","290","68","310","15","3","6"
"480170061239","1","1","1","0","901","280","117","406","18","425","1","2","3"
"480170061243","1","1","1","0","377","15","130","158","39","170","3","1","5"
"480170061244","23","19","21","7","5198","828","1978","3036","598","2760","274","45","113"
"480170061245","2","2","1","0","646","78","196","310","38","304","2","3","8"
"480170061247","6","6","6","1","270","30","96","168","78","282","10","13","32"
"480170061249","3","3","3","1","57","6","15","21","18","21","7","5","11"
"480170061251","3","3","1","0","1146","39","468","564","66","528","5","3","8"
"480170061252","13","11","13","9","2678","572","611","1274","377","1976","312","25","63"
"480170061257","16","15","9","10","160","48","0","48","64","80","144","25","69"
"480170061258","1","1","1","1","659","158","152","317","7","315","1","1","3"
"480170061259","16","16","16","16","864","0","304","352","272","432","82","19","55"
"480170061261","16","12","12","10","96","16","0","48","48","112","361","28","69"
"480170061262","4","4","1","2","924","176","252","460","76","472","7","4","8"
"480170061263","27","26","16","18","6588","891","2106","3375","567","3699","207","30","79"
"480170061266","1","1","1","0","716","59","259","345","32","352","1","1","4"
"480170061268","12","11","9","7","564","72","156","276","0","0","135","17","41"
"480170061270","1","1","1","0","28","2","10","13","15","25","1","1","3"
"480170061271","7","7","6","3","98","14","21","63","14","63","12","9","21"
"480170061273","2","2","2","0","590","28","214","268","78","276","3","2","7"
"480170061275","2","2","1","1","0","0","0","0","0","0","6","4","10"
"480170061276","30","28","22","15","6480","1620","1770","3720","870","5130","285","46","120"
"480170061277","1","1","0","0","149","3","66","73","6","62","2","1","2"
"480170061278","1","1","1","1","94","5","40","49","13","55","3","1","4"
